week_num,rank_q,c_name_eng,online_quantity,online_ratio,single,dual,cylinder,drum,energy_grade_1,energy_grade_2,energy_grade_3,energy_grade_4,energy_grade_5,energy_grade_x,vol_under_4.4,vol_under_4.9,vol_under_5.4,vol_under_5.9,vol_under_6.4,vol_under_6.9,vol_under_7.4,vol_under_7.9,vol_over_8.0,price_under_200,price_under_400,price_under_600,price_under_800,price_under_1000,price_under_1200,price_under_1400,price_under_1900,price_under_2400,price_under_2900,price_under_3400,price_under_4400,price_over_4401,offline_quantity,offline_ratio,online_amount,online_amount_ratio,offline_amount,offline_amount_ratio,date
39,24,hisense,677,0.003,NA,NA,0.003,0,0,0,0.003,NA,NA,NA,NA,NA,0.001,0,0.001,NA,0.001,NA,0,NA,NA,NA,0.001,0.001,0,0,0,0,0,NA,0,NA,2767,0.017,613,0.002,4877,0.012,2015-09-21
40,1,haier,60916,0.226,0.003,0.016,0.155,0.052,0.055,0.005,0.136,0.001,0,0.029,0.007,NA,0.002,0.027,0.041,0.004,0.099,0.026,0.021,0,0.003,0.012,0.014,0.076,0.045,0.007,0.024,0.023,0.011,0.004,0.004,0.001,137917,0.261,82052,0.22,375105,0.27,2015-09-28
40,4,siemens,16416,0.061,NA,NA,NA,0.061,0.05,0.011,NA,NA,NA,0,NA,NA,0,NA,0.022,NA,0.018,0.004,0.017,NA,NA,NA,NA,NA,NA,NA,NA,0.011,0.005,0.016,0.019,0.01,51200,0.097,57664,0.155,210940,0.152,2015-09-28
40,5,galanz,15839,0.059,NA,NA,0.008,0.051,0.006,0.045,0.008,NA,NA,0,NA,NA,NA,NA,0.048,0.002,0.008,NA,NA,NA,NA,NA,0.007,0.015,0.025,0.006,0.005,0.001,NA,NA,NA,NA,1296,0.002,17064,0.046,1311,0.001,2015-09-28
40,7,lg,12968,0.048,NA,NA,0.002,0.046,0.031,0.017,0,NA,NA,0,0,NA,NA,NA,0.015,0.001,0.003,0,0.029,NA,NA,NA,NA,NA,NA,0,0.002,0.015,0.02,0.006,0.005,0.001,18544,0.035,34813,0.093,69442,0.05,2015-09-28
40,8,sanyo,12242,0.045,NA,NA,0.029,0.017,0.003,0.008,0.034,0,NA,0,0,NA,0.002,0.007,0.003,0.005,0.022,0.002,0.005,NA,NA,NA,0.008,0.016,0.003,0.001,0.011,0.003,0.001,0.001,0,0,39527,0.075,16377,0.044,89915,0.065,2015-09-28
40,20,hisense,1681,0.006,NA,NA,0.006,0,0,0,0.006,NA,NA,NA,NA,NA,0.001,0,0.001,NA,0.004,NA,0,NA,NA,NA,0.002,0.003,0.001,0,0,0,0,0,0,0,8497,0.016,1628,0.004,15717,0.011,2015-09-28
41,1,haier,39565,0.19,0.004,0.018,0.132,0.036,0.039,0.004,0.122,0.001,0,0.024,0.009,NA,0.003,0.031,0.039,0.003,0.073,0.014,0.017,0,0.005,0.012,0.006,0.073,0.038,0.006,0.012,0.021,0.011,0.003,0.003,0.001,63067,0.262,50777,0.203,163695,0.281,2015-10-05
41,5,galanz,13197,0.063,NA,NA,0.013,0.05,0.004,0.045,0.013,NA,NA,0,NA,NA,NA,NA,0.052,0.002,0.009,NA,NA,NA,NA,NA,0.011,0.014,0.025,0.003,0.01,0.001,NA,NA,NA,NA,1020,0.004,14008,0.056,1028,0.002,2015-10-05
41,6,siemens,9282,0.045,NA,NA,NA,0.045,0.037,0.008,NA,NA,NA,0,NA,NA,0,NA,0.014,0,0.014,0.003,0.013,NA,NA,NA,NA,NA,NA,NA,0,0.007,0.004,0.011,0.016,0.007,17182,0.071,32876,0.131,71485,0.123,2015-10-05
41,8,sanyo,8171,0.039,NA,NA,0.026,0.013,0.004,0.007,0.029,0,NA,0,0,NA,0.001,0.007,0.002,0.005,0.018,0.002,0.004,NA,NA,NA,0.008,0.015,0.002,0.001,0.008,0.003,0.002,0.001,0,0,17316,0.072,10979,0.044,38369,0.066,2015-10-05
41,11,lg,6276,0.03,NA,NA,0.002,0.029,0.018,0.012,0,NA,NA,0,0,NA,NA,NA,0.01,0.001,0.002,0,0.017,NA,NA,NA,NA,NA,NA,NA,0.002,0.01,0.011,0.003,0.003,0.001,7262,0.03,17031,0.068,28068,0.048,2015-10-05
41,26,hisense,970,0.005,NA,NA,0.004,0,0,0,0.004,NA,NA,NA,NA,NA,0.001,0,0.002,NA,0.002,NA,0,NA,NA,NA,0.002,0.002,0.001,0,0,0,0,NA,0,NA,3736,0.016,919,0.004,6430,0.011,2015-10-05
42,1,haier,27350,0.169,0.004,0.019,0.119,0.027,0.03,0.005,0.106,0.001,NA,0.028,0.009,NA,0.004,0.021,0.027,0.01,0.073,0.009,0.016,NA,0.005,0.013,0.005,0.052,0.042,0.011,0.01,0.017,0.007,0.002,0.002,0.001,17813,0.217,34767,0.202,33433,0.226,2015-10-12
42,5,galanz,11681,0.072,NA,NA,0.013,0.059,0.004,0.055,0.013,NA,NA,0,NA,NA,NA,NA,0.062,0.001,0.009,NA,NA,NA,NA,NA,0.012,0.025,0.023,0.005,0.007,0,NA,NA,NA,NA,757,0.009,12233,0.071,799,0.005,2015-10-12
42,8,sanyo,5509,0.034,NA,NA,0.023,0.011,0.004,0.005,0.024,0,NA,0,0,NA,0.001,0.008,0.002,0.004,0.013,0.002,0.003,NA,NA,NA,0.008,0.011,0.003,0.001,0.006,0.002,0.002,0,0,0,5551,0.068,7173,0.042,10480,0.071,2015-10-12
42,10,siemens,4209,0.026,NA,NA,NA,0.026,0.021,0.005,NA,NA,NA,0,NA,NA,0,NA,0.008,NA,0.011,0.001,0.007,NA,NA,NA,NA,NA,0,0,NA,0.004,0.001,0.008,0.009,0.004,3172,0.039,14788,0.086,13544,0.091,2015-10-12
42,15,lg,2146,0.013,NA,NA,0.001,0.012,0.009,0.004,0,NA,NA,0,0,NA,NA,NA,0.004,0,0.001,0,0.009,NA,NA,NA,NA,NA,NA,0,0,0.004,0.003,0.003,0.002,0.001,1592,0.019,6343,0.037,5647,0.038,2015-10-12
42,29,hisense,644,0.004,NA,NA,0.004,0,0,0,0.004,NA,NA,NA,NA,NA,0.001,NA,0.001,NA,0.002,NA,0,NA,NA,NA,0.002,0.002,0,0,0,0,0,NA,NA,NA,1660,0.02,599,0.003,2577,0.017,2015-10-12
43,1,haier,64458,0.21,0.004,0.017,0.121,0.035,0.04,0.004,0.103,0.001,NA,0.03,0.009,NA,0.004,0.02,0.02,0.007,0.082,0.013,0.02,NA,0.005,0.011,0.009,0.051,0.043,0.01,0.015,0.017,0.007,0.005,0.004,0.001,30233,0.245,38048,0.205,69247,0.264,2015-10-19
43,5,galanz,19183,0.062,NA,NA,0.011,0.05,0.005,0.045,0.011,NA,NA,NA,NA,NA,NA,NA,0.053,0.001,0.007,NA,NA,NA,NA,NA,0.01,0.019,0.021,0.004,0.006,0,NA,NA,NA,NA,466,0.004,10297,0.055,504,0.002,2015-10-19
43,6,sanyo,17925,0.058,NA,NA,0.035,0.018,0.005,0.006,0.042,0,NA,0,0,NA,0.001,0.007,0.002,0.01,0.021,0.003,0.009,NA,NA,NA,0.014,0.017,0.002,0.001,0.015,0.002,0.001,0.001,0,0,8713,0.071,10665,0.057,17714,0.067,2015-10-19
43,9,siemens,8786,0.029,NA,NA,NA,0.032,0.026,0.006,NA,NA,NA,0,NA,NA,0,NA,0.007,NA,0.012,0.001,0.011,NA,NA,NA,NA,NA,0,NA,NA,0.004,0.002,0.009,0.012,0.005,6977,0.057,18430,0.099,29648,0.113,2015-10-19
43,11,lg,5413,0.018,NA,NA,0.001,0.021,0.017,0.005,0,NA,NA,0,0,NA,NA,NA,0.004,0,0.001,0,0.017,NA,NA,NA,NA,NA,NA,0,0,0.005,0.01,0.004,0.002,0.001,3619,0.029,10074,0.054,12857,0.049,2015-10-19
43,29,hisense,1211,0.004,NA,NA,0.004,0,0,0,0.004,NA,NA,NA,NA,NA,0.001,0,0.001,NA,0.002,0,0,NA,NA,NA,0.002,0.002,0.001,0,0,0,0,NA,0,NA,2357,0.019,604,0.003,3797,0.014,2015-10-19
44,1,haier,31708,0.165,0.004,0.016,0.108,0.037,0.042,0.004,0.097,0,NA,0.021,0.008,NA,0.003,0.02,0.023,0.002,0.068,0.018,0.022,0,0.004,0.011,0.005,0.05,0.034,0.01,0.017,0.015,0.006,0.004,0.005,0.003,23500,0.239,45682,0.188,47021,0.248,2015-10-26
44,5,galanz,15262,0.079,NA,NA,0.014,0.066,0.005,0.061,0.014,NA,NA,0,NA,NA,NA,NA,0.062,0.001,0.017,0,NA,NA,NA,NA,0.012,0.017,0.041,0.002,0.008,0,NA,NA,NA,0,404,0.004,16058,0.066,445,0.002,2015-10-26
44,6,sanyo,10208,0.053,NA,NA,0.04,0.013,0.005,0.005,0.043,0,NA,0,0,NA,0.001,0.011,0.002,0.008,0.022,0.004,0.006,NA,NA,NA,0.016,0.016,0.004,0.001,0.009,0.002,0.001,0.002,0.001,0.001,6073,0.062,13080,0.054,11966,0.063,2015-10-26
44,7,siemens,7032,0.037,NA,NA,NA,0.037,0.032,0.005,NA,NA,NA,0,NA,NA,0,0,0.01,NA,0.01,0.001,0.014,NA,NA,NA,NA,NA,NA,NA,0,0.004,0.001,0.008,0.016,0.008,4392,0.045,26215,0.108,18613,0.098,2015-10-26
44,11,lg,4368,0.023,NA,NA,0.002,0.021,0.011,0.011,0,NA,NA,0,0,NA,NA,NA,0.01,0,0.001,0,0.012,NA,NA,NA,NA,NA,NA,0,0.001,0.009,0.006,0.002,0.003,0.002,1932,0.02,12547,0.052,7171,0.038,2015-10-26
44,25,hisense,985,0.005,NA,NA,0.005,0,0,0,0.005,NA,NA,0,NA,NA,0.002,0,0.001,NA,0.002,0,0,NA,NA,NA,0.002,0.002,0,0,0,0,0,0,0,NA,2209,0.022,952,0.004,3489,0.018,2015-10-26
45,1,haier,64458,0.21,0.003,0.014,0.155,0.038,0.05,0.004,0.089,0.001,0,0.066,0.006,NA,0.002,0.024,0.023,0.001,0.113,0.018,0.023,NA,0.003,0.01,0.012,0.043,0.075,0.008,0.015,0.021,0.005,0.008,0.006,0.001,64146,0.248,89370,0.224,161135,0.259,2015-11-02
45,4,sanyo,22281,0.072,NA,NA,0.048,0.024,0.004,0.015,0.052,0,NA,0,0,NA,0.001,0.013,0.002,0.009,0.038,0.002,0.008,NA,NA,NA,0.032,0.01,0.004,0.002,0.02,0,0.001,0.001,0.001,0,19353,0.075,26072,0.065,41245,0.066,2015-11-02
45,5,galanz,19183,0.062,NA,NA,0.01,0.052,0.004,0.048,0.01,NA,NA,NA,NA,NA,NA,NA,0.041,0.001,0.021,NA,NA,NA,NA,NA,0.009,0.02,0.027,0.001,0.004,0,NA,NA,NA,NA,729,0.003,19996,0.05,736,0.001,2015-11-02
45,7,siemens,14853,0.048,NA,NA,NA,0.048,0.041,0.007,NA,NA,NA,0,NA,NA,0,NA,0.013,0,0.011,0.002,0.023,NA,NA,NA,NA,NA,NA,0,0,0.007,0.003,0.018,0.016,0.005,20134,0.078,50833,0.128,83737,0.135,2015-11-02
45,12,lg,5324,0.017,NA,NA,0.002,0.016,0.007,0.01,0,NA,NA,0,0,NA,NA,NA,0.008,0.001,0.001,0,0.008,NA,NA,NA,NA,NA,NA,NA,0.004,0.005,0.004,0.001,0.002,0.001,6711,0.026,13224,0.033,24917,0.04,2015-11-02
45,29,hisense,1211,0.004,NA,NA,0.004,0,0,0,0.004,NA,NA,0,NA,NA,0.001,0,0.001,NA,0.002,0,0,NA,NA,0,0.002,0.002,0,0,0,0,0,0,0,NA,3983,0.015,1122,0.003,6634,0.011,2015-11-02
