week_num	product_type	sentiment	keyword	role	numKeyword	numDocs	competitor
2015/33	Bolun	pos	不达标	VZ	1	1	galanz
2015/33	Bolun	pos	渗透	VZ	1	1	galanz
2015/33	Bolun	pos	渗透率	VZ	1	1	galanz
2015/33	Bolun	pos	促销	VZ	1	1	galanz
2015/33	Bolun	pos	推出	VZ	1	1	galanz
2015/38	Bolun	pos	dd变频直驱电机	VZ	1	1	galanz
2015/38	Bolun	pos	代替	VZ	1	1	galanz
2015/38	Bolun	pos	独有	VZ	1	1	galanz
2015/38	Bolun	pos	防皱	VZ	1	1	galanz
2015/38	Bolun	pos	补水	VZ	1	1	galanz
2015/38	Bolun	pos	保证	VZ	1	1	galanz
2015/38	Bolun	pos	消除	VZ	1	1	galanz
2015/38	Bolun	pos	损伤	VZ	1	1	galanz
2015/38	Bolun	pos	手洗	VZ	1	1	galanz
2015/38	Bolun	pos	调节	VZ	1	1	galanz
2015/38	Bolun	pos	创新	VZ	1	1	galanz
2015/38	Bolun	pos	推荐	VZ	1	1	galanz
2015/38	Bolun	pos	出色	VZ	1	1	galanz
2015/38	Bolun	pos	快速洗涤	VZ	1	1	galanz
2015/38	Bolun	pos	脱落	VZ	1	1	galanz
2015/36	Drum	pos	洗衣机	N	144	6	galanz
2015/40	Drum	pos	洗衣机	N	87	2	galanz
2015/33	Drum	pos	洗衣机	N	59	2	galanz
2015/36	Drum	pos	洗涤	V	54	3	galanz
2015/36	Drum	pos	滚筒	NZ	46	6	galanz
2015/36	Drum	pos	滚筒洗衣机	NZ	42	6	galanz
2015/35	Drum	pos	洗衣机	N	37	2	galanz
2015/40	Drum	pos	行业	N	37	2	galanz
2015/41	Drum	pos	我们	NZ	33	1	galanz
2015/35	Drum	pos	洗涤	V	32	2	galanz
2015/36	Drum	pos	海尔	NB	31	6	galanz
2015/41	Drum	pos	线上	NZ	31	1	galanz
2015/36	Drum	pos	京东	NB	30	3	galanz
2015/41	Drum	pos	线下	NZ	29	1	galanz
2015/36	Drum	pos	洗衣	V	28	3	galanz
2015/36	Drum	pos	采用	V	28	3	galanz
2015/36	Drum	pos	智能	N	27	5	galanz
2015/36	Drum	pos	价格	NZ	27	5	galanz
2015/36	Drum	pos	变频	VZ	27	3	galanz
2015/35	Drum	pos	衣物	NZ	26	2	galanz
2015/35	Drum	pos	洗衣	V	26	2	galanz
2015/40	Drum	pos	增长	V	26	2	galanz
2015/36	Drum	pos	家电	N	25	3	galanz
2015/40	Drum	pos	中国	NZ	25	2	galanz
2015/42	Drum	pos	洗衣机	N	24	2	galanz
2015/36	Drum	pos	售价	NZ	23	3	galanz
2015/39	Drum	pos	洗衣机	N	22	2	galanz
2015/36	Drum	pos	品牌	NZ	22	5	galanz
2015/40	Drum	pos	滚筒	NZ	22	2	galanz
2015/36	Drum	pos	拥有	V	22	5	galanz
2015/36	Drum	pos	支持	V	22	2	galanz
2015/35	Drum	pos	滚筒	NZ	21	2	galanz
2015/33	Drum	pos	智能	N	20	2	galanz
2015/36	Drum	pos	产业	N	20	2	galanz
2015/36	Drum	pos	衣物	NZ	20	3	galanz
2015/42	Drum	pos	高端	AZ	19	1	galanz
2015/42	Drum	pos	家电	N	19	1	galanz
2015/36	Drum	pos	格兰仕	NZ	19	6	galanz
2015/40	Drum	pos	滚筒洗衣机	NZ	19	2	galanz
2015/36	Drum	pos	购买	V	19	3	galanz
2015/36	Drum	pos	功能	N	18	4	galanz
2015/36	Drum	pos	链接	V	18	3	galanz
2015/36	Drum	pos	整合	V	18	2	galanz
2015/41	Drum	pos	消费者	N	17	1	galanz
2015/36	Drum	pos	波轮	NZ	17	3	galanz
2015/38	Drum	pos	中国	NZ	17	1	galanz
2015/36	Drum	pos	高端	AZ	16	6	galanz
2015/35	Drum	pos	智能	N	16	2	galanz
2015/36	Drum	pos	竞争	N	16	2	galanz
2015/36	Drum	pos	业务	N	16	2	galanz
2015/40	Drum	pos	先生	N	16	1	galanz
2015/35	Drum	pos	美的	NB	16	2	galanz
2015/36	Drum	pos	美的	NB	16	2	galanz
2015/33	Drum	pos	衣物	NZ	16	1	galanz
2015/35	Drum	pos	高效	NZ	16	2	galanz
2015/35	Drum	pos	拥有	V	16	2	galanz
2015/36	Drum	pos	控制	V	16	3	galanz
2015/36	Drum	pos	编辑	N	15	3	galanz
2015/35	Drum	pos	滚筒洗衣机	NZ	15	2	galanz
2015/36	Drum	pos	动力	NZ	15	3	galanz
2015/36	Drum	pos	电机	NZ	15	3	galanz
2015/36	Drum	pos	进行	V	15	3	galanz
2015/40	Drum	pos	同比	VZ	15	2	galanz
2015/35	Drum	pos	保护	AZ	14	2	galanz
2015/40	Drum	pos	高端	AZ	14	2	galanz
2015/35	Drum	pos	程序	N	14	2	galanz
2015/36	Drum	pos	领域	N	14	2	galanz
2015/43	Drum	pos	智慧	N	14	1	galanz
2015/35	Drum	pos	美菱	NB	14	2	galanz
2015/35	Drum	pos	格兰仕	NZ	14	2	galanz
2015/36	Drum	pos	荣事达	NZ	14	4	galanz
2015/36	Drum	pos	点评	V	14	2	galanz
2015/35	Drum	pos	保证	VZ	14	2	galanz
2015/40	Drum	pos	家电	N	13	2	galanz
2015/41	Drum	pos	主持人	N	13	1	galanz
