date,detail,cash,credit,creditType,category,tag,waste
2011년10월23일,파리바게트,9900,0,,식비>간식,,
2011년10월24일,점심,5000,0,,식비>평일점심,,
2011년10월24일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년10월24일,LIG 손해보험-현 사용대금 (2011.09.12 ~ 2011.10.11),468100,0,,카드대금>LIG 손해보험-현,,
2011년10월24일,커피,1700,0,,식비>커피/음료,,
2011년10월25일,곗돈,1000000,0,,저축/보험>기타,"계,결혼",
2011년10월25일,보험비(실비),40000,0,,건강/문화>보장성보험,고정비용,
2011년10월25일,보험비(대한생명),134996,0,,저축/보험>보험,고정비용,
2011년10월25일,보험비(대한생명2),46966,0,,저축/보험>보험,고정비용,
2011년10월25일,운전자보험,32000,0,,세금/이자>기타,고정비용,
2011년10월25일,음료수,1700,0,,식비>커피/음료,,
2011년10월25일,점심,7000,0,,식비>평일점심,,
2011년10월25일,저녁(with 현양),0,53300,LIG 손해보험-현,경조사/회비>데이트,,
2011년10월26일,커피,4000,0,,식비>커피/음료,,
2011년10월26일,담배,2500,0,,용돈/기타>담배,,
2011년10월26일,점심,6000,0,,식비>평일점심,,
2011년10월26일,택시,0,5100,LIG 손해보험-현,교통/차량>택시비P,,
2011년10월27일,점심,9000,0,,식비>평일점심,,
2011년10월27일,음료수,1800,0,,식비>커피/음료,,
2011년10월27일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년10월28일,점심,6000,0,,식비>평일점심,,
2011년10월28일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년10월28일,영화예매(with 현양),0,18000,LIG 손해보험-현,경조사/회비>데이트,,
2011년10월29일,야구장간식,11000,0,,건강/문화>문화생활,,
2011년10월29일,친구들과 술,33000,0,,식비>술/유흥,,
2011년10월30일,사격,2000,0,,경조사/회비>데이트,,
2011년10월30일,담배,0,2500,LIG 손해보험-현,용돈/기타>담배,,
2011년10월30일,조각케잌,0,4500,LIG 손해보험-현,경조사/회비>데이트,,
2011년10월30일,저녁(with 현양),0,25000,LIG 손해보험-현,경조사/회비>데이트,,
2011년10월31일,점심,6000,0,,식비>평일점심,,
2011년10월31일,미용실,0,21250,LIG 손해보험-현,의복/미용>헤어/뷰티,,
2011년11월01일,[2/3개월] 프로펜시아(3개월),0,54000,신한 LOVE 카드,건강/문화>병원비,할부,
2011년11월01일,영어학원비,0,717250,LIG 손해보험-현,교육/육아>학원/교재비,,
2011년11월01일,현양이선물,25600,0,,경조사/회비>데이트,,
2011년11월01일,저녁(with 현양),17000,0,,경조사/회비>데이트,,
2011년11월01일,식료품,5310,0,,식비>부식,,
2011년11월01일,아빠커피,0,9450,LIG 손해보험-현,식비>커피/음료,,
2011년11월01일,영화예매(with 현양),0,16000,LIG 손해보험-현,경조사/회비>데이트,,
2011년11월01일,할부이자,0,1605,신한 LOVE 카드,세금/이자>기타,,
2011년11월01일,대중교통비정산,0,68800,LIG 손해보험-현,교통/차량>대중교통비,,
2011년11월01일,신용지킴이 수수료,0,900,LIG 손해보험-현,세금/이자>기타,,
2011년11월02일,점심,6000,0,,식비>평일점심,,
2011년11월02일,담배,2500,0,,용돈/기타>담배,,
2011년11월02일,음료수,2000,0,,식비>커피/음료,,
2011년11월03일,점심,8000,0,,식비>평일점심,,
2011년11월03일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년11월04일,점심,5000,0,,식비>평일점심,,
2011년11월04일,담배,2500,0,,용돈/기타>담배,,
2011년11월04일,아이스크림,2000,0,,식비>간식,,
2011년11월05일,커피(with 현양),6000,0,,경조사/회비>데이트,,
2011년11월05일,저녁(with 현양),0,15800,LIG 손해보험-현,경조사/회비>데이트,,
2011년11월05일,면도날,12000,0,,생활용품>잡화소모,,
2011년11월05일,쉐이브크림,8000,0,,생활용품>잡화소모,,
2011년11월05일,과자,1300,0,,식비>간식,,
2011년11월06일,브라우니,3000,0,,식비>간식,,
2011년11월06일,가미우동(with 현양),0,11000,LIG 손해보험-현,경조사/회비>데이트,,
2011년11월07일,담배,3000,0,,용돈/기타>담배,,
2011년11월07일,점심,5500,0,,식비>평일점심,,
2011년11월07일,애플바,150000,0,,식비>술/유흥,,
2011년11월08일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년11월08일,커피(with 현양),8500,0,,경조사/회비>데이트,,
2011년11월08일,저녁,9500,0,,식비>평일저녁,,
2011년11월08일,택시,0,8000,LIG 손해보험-현,교통/차량>택시비P,,
2011년11월09일,담배,2500,0,,용돈/기타>담배,,
2011년11월09일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년11월10일,점심,7000,0,,식비>평일점심,,
2011년11월11일,맥주,2650,0,,식비>간식,,
2011년11월11일,치킨,15000,0,,식비>간식,,
2011년11월12일,담배,3000,0,,용돈/기타>담배,,
2011년11월12일,삼겹살,23900,0,,식비>주식,,
2011년11월13일,스시애(with 현양),23800,0,,경조사/회비>데이트,,
2011년11월13일,카르페디엠(with 현양),12000,0,,경조사/회비>데이트,,
2011년11월13일,사격(with 현양),6000,0,,경조사/회비>데이트,,
2011년11월13일,핸드폰 요금,0,110830,신한 LOVE 카드,주거/통신>이동통신,,
2011년11월14일,점심,6000,0,,식비>평일점심,,
2011년11월15일,점심(놀부보쌈),7000,0,,식비>평일점심,,
2011년11월15일,담배,2500,0,,용돈/기타>담배,,
2011년11월16일,점심,6000,0,,식비>평일점심,,
2011년11월16일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년11월16일,다훈이형 돈,7000,0,,경조사/회비>모임회비,,
2011년11월16일,택시,0,23400,LIG 손해보험-현,교통/차량>택시비P,,
2011년11월16일,엄마 여행경비 드림,200000,0,,용돈/기타>용돈,,
2011년11월17일,점심,6000,0,,식비>평일점심,,
2011년11월17일,담배,2500,0,,용돈/기타>담배,,
2011년11월18일,점심,9000,0,,식비>평일점심,,
2011년11월18일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년11월18일,아침간식,5900,0,,식비>간식,,
2011년11월18일,과자,6700,0,,식비>간식,,
2011년11월18일,부평시장 자장면(with 동생),8000,0,,식비>평일저녁,,
2011년11월18일,택시,0,31320,LIG 손해보험-현,교통/차량>택시비P,,
2011년11월19일,택시,0,3200,LIG 손해보험-현,교통/차량>택시비P,,
2011년11월19일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년11월19일,봉추찜닭(with 현양),24000,0,,경조사/회비>데이트,,
2011년11월19일,카페베네(with현양),11000,0,,경조사/회비>데이트,,
2011년11월19일,라면,3500,0,,식비>부식,,
2011년11월19일,술값,11000,0,,식비>술/유흥,,
2011년11월20일,멀티방,17000,0,,경조사/회비>데이트,,
2011년11월20일,케밥,3900,0,,식비>간식,,
2011년11월20일,버거킹(with 현양),0,13700,LIG 손해보험-현,경조사/회비>데이트,,
2011년11월20일,카페지움(with 현양),0,8000,LIG 손해보험-현,경조사/회비>데이트,,
2011년11월20일,택시,0,3360,LIG 손해보험-현,교통/차량>택시비P,,
2011년11월21일,신한 LOVE 카드 사용대금 (2011.10.07 ~ 2011.11.06),297505,0,,카드대금>신한 LOVE 카드,,
2011년11월21일,"펀드(네비게이터,한투)",100000,0,,저축/보험>펀드,고정비용,
2011년11월21일,점심,4000,0,,식비>평일점심,,
2011년11월21일,담배,2500,0,,용돈/기타>담배,,
2011년11월22일,연금(LIG),148500,0,,저축/보험>연금,고정비용,
2011년11월22일,적금,100000,0,,저축/보험>적금,"고정비용,휴가",
2011년11월22일,점심(버거킹),0,7000,LIG 손해보험-현,식비>평일점심,,
2011년11월22일,카드깡,0,8000,LIG 손해보험-현,세금/이자>카드깡,,
2011년11월23일,택시,0,23280,LIG 손해보험-현,교통/차량>택시비P,,
2011년11월23일,점심,5000,0,,식비>평일점심,,
2011년11월23일,LIG 손해보험-현 사용대금 (2011.10.12 ~ 2011.11.11),1204860,0,,카드대금>LIG 손해보험-현,,
2011년11월24일,점심,6000,0,,식비>평일점심,,
2011년11월24일,담배,2500,0,,용돈/기타>담배,,
2011년11월24일,목캔디,700,0,,식비>간식,,
2011년11월25일,보험비(실비),40000,0,,건강/문화>보장성보험,고정비용,
2011년11월25일,보험비(대한생명),134996,0,,저축/보험>보험,고정비용,
2011년11월25일,보험비(대한생명2),46966,0,,저축/보험>보험,고정비용,
2011년11월25일,운전자보험,32000,0,,세금/이자>기타,고정비용,
2011년11월25일,수면내시경,30000,0,,건강/문화>병원비,,
2011년11월25일,약값,16000,0,,건강/문화>약국,,
2011년11월25일,음료수,2000,0,,식비>커피/음료,,
2011년11월25일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년11월25일,도미노피자,0,22100,LIG 손해보험-현,식비>외식,,
2011년11월25일,점심,6000,0,,식비>평일점심,,
2011년11월26일,담배,2500,0,,용돈/기타>담배,,
2011년11월26일,음료수,1100,0,,식비>커피/음료,,
2011년11월26일,곗돈,1000000,0,,저축/보험>기타,"계,결혼",
2011년11월26일,교통비(스키장),17000,0,,교통/차량>기타,,
2011년11월26일,저녁(스키장),12500,0,,식비>평일저녁,,
2011년11월26일,영화(with 현양),0,10000,LIG 손해보험-현,경조사/회비>데이트,,
2011년11월26일,리프트권(휘팍),0,25000,LIG 손해보험-현,건강/문화>운동/레저,,
2011년11월27일,봉추찜닭(with 현양),18000,0,,경조사/회비>데이트,,
2011년11월27일,스타벅스(with 현양),0,10900,LIG 손해보험-현,경조사/회비>데이트,,
2011년11월28일,담배,2500,0,,용돈/기타>담배,,
2011년11월28일,파리바게트,6700,0,,식비>간식,,
2011년11월28일,맥주,14800,0,,식비>술/유흥,,
2011년11월28일,과자,1400,0,,식비>간식,,
2011년11월28일,인터파크 취소 수수료,0,10000,LIG 손해보험-현,세금/이자>기타,,
2011년11월29일,점심,8000,0,,식비>평일점심,,
2011년11월29일,헤어샵,0,18070,LIG 손해보험-현,의복/미용>헤어/뷰티,,
2011년11월30일,점심,0,12000,LIG 손해보험-현,식비>평일점심,,
2011년11월30일,담배,2500,0,,용돈/기타>담배,,
2011년12월01일,[3/3개월] 프로펜시아(3개월),0,54000,신한 LOVE 카드,건강/문화>병원비,할부,
2011년12월01일,점심,6000,0,,식비>평일점심,,
2011년12월01일,담배,2900,0,,용돈/기타>담배,,
2011년12월01일,베스킨라빈스(with 현양),8500,0,,경조사/회비>데이트,,
2011년12월01일,비타500,1400,0,,식비>커피/음료,,
2011년12월01일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년12월01일,도치피자(with 현양),0,35750,LIG 손해보험-현,경조사/회비>데이트,,
2011년12월01일,대중교통비정산,0,75300,LIG 손해보험-현,교통/차량>대중교통비,,
2011년12월01일,신용지킴이 수수료,0,900,LIG 손해보험-현,세금/이자>기타,,
2011년12월02일,점심,5000,0,,식비>평일점심,,
2011년12월02일,아이스크림,2400,0,,식비>간식,,
2011년12월03일,음료수,1800,0,,식비>커피/음료,,
2011년12월03일,택시비,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년12월04일,주차비,6000,0,,교통/차량>기타,,
2011년12월04일,세차비,4000,0,,교통/차량>기타,,
2011년12월04일,톨비,2000,0,,교통/차량>기타,,
2011년12월04일,주유비,0,30000,LIG 손해보험-현,교통/차량>주유비,,
2011년12월04일,족발(with 현양),0,30000,LIG 손해보험-현,경조사/회비>데이트,,
2011년12월04일,63빌딩 전망대(with 현양),0,16800,LIG 손해보험-현,경조사/회비>데이트,,
2011년12월04일,세탁비,7000,0,,의복/미용>세탁수선비,,
2011년12월04일,DVD (with 현양),13000,0,,경조사/회비>데이트,,
2011년12월04일,커피,4000,0,,식비>커피/음료,,
2011년12월05일,점심,4500,0,,식비>평일점심,,
2011년12월05일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년12월05일,영어교재,0,16000,LIG 손해보험-현,교육/육아>학원/교재비,,
2011년12월06일,점심(with 용현형),14000,0,,식비>평일점심,,
2011년12월06일,담배,2500,0,,용돈/기타>담배,,
2011년12월07일,점심,6000,0,,식비>평일점심,,
2011년12월07일,음료수,2100,0,,식비>커피/음료,,
2011년12월07일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년12월08일,담배,2500,0,,용돈/기타>담배,,
2011년12월08일,점심,7000,0,,식비>평일점심,,
2011년12월08일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년12월09일,점심,5000,0,,식비>평일점심,,
2011년12월10일,미스터도넛(with 현양),7000,0,,경조사/회비>데이트,,
2011년12월10일,라멘(with 현양),18000,0,,경조사/회비>데이트,,
2011년12월10일,맥주창고(with 현양),21600,0,,경조사/회비>데이트,,
2011년12월10일,담배,2500,0,,용돈/기타>담배,,
2011년12월11일,곱창,0,47000,LIG 손해보험-현,식비>술/유흥,,
2011년12월11일,커피(with 현양),0,10600,LIG 손해보험-현,경조사/회비>데이트,,
2011년12월11일,"쇼부(with 종욱, 현양)",0,19500,LIG 손해보험-현,식비>술/유흥,,
2011년12월11일,택시비,0,5700,LIG 손해보험-현,교통/차량>택시비P,,
2011년12월12일,책(국가는 무엇을 해야하는가),0,17000,LIG 손해보험-현,건강/문화>도서구입,,
2011년12월12일,야상 구입,0,199000,LIG 손해보험-현,의복/미용>의류비,,
2011년12월12일,택시비,0,6900,LIG 손해보험-현,교통/차량>택시비P,,
2011년12월12일,담배,2500,0,,용돈/기타>담배,,
2011년12월13일,스키장,0,28000,LIG 손해보험-현,건강/문화>운동/레저,,
2011년12월13일,털모자 구입,0,29000,LIG 손해보험-현,의복/미용>패션잡화,,
2011년12월13일,스키장에서 간식,0,5000,LIG 손해보험-현,식비>간식,,
2011년12월13일,스키장에서 점심,12000,0,,식비>평일점심,,
2011년12월14일,점심,5000,0,,식비>평일점심,,
2011년12월14일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년12월15일,음료수,2900,0,,식비>커피/음료,,
2011년12월15일,담배,2500,0,,용돈/기타>담배,,
2011년12월15일,택시,0,35160,LIG 손해보험-현,교통/차량>택시비P,,
2011년12월15일,택시,0,9800,LIG 손해보험-현,교통/차량>택시비P,,
2011년12월15일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년12월16일,점심,7000,0,,식비>평일점심,,
2011년12월16일,택시,0,35600,LIG 손해보험-현,교통/차량>택시비C,,
2011년12월17일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년12월17일,아한타이(with 현양),0,46200,LIG 손해보험-현,경조사/회비>데이트,,
2011년12월17일,믹스앤베이크(with 현양),0,6240,LIG 손해보험-현,경조사/회비>데이트,,
2011년12월17일,사주비,10000,0,,경조사/회비>데이트,,
2011년12월17일,새마을식당(with 민구),0,35000,LIG 손해보험-현,식비>술/유흥,,
2011년12월18일,커피(with 현양),12200,0,,경조사/회비>데이트,,
2011년12월18일,DVD (with 현양),0,15000,LIG 손해보험-현,경조사/회비>데이트,,
2011년12월18일,하코야(with 현양),0,15000,LIG 손해보험-현,경조사/회비>데이트,,
2011년12월18일,주유비,0,20000,LIG 손해보험-현,교통/차량>주유비,,
2011년12월19일,점심,7000,0,,식비>평일점심,,
2011년12월19일,커피,3100,0,,식비>커피/음료,,
2011년12월19일,담배,2500,0,,용돈/기타>담배,,
2011년12월19일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년12월20일,요거트,1700,0,,식비>커피/음료,,
2011년12월20일,담배,2500,0,,용돈/기타>담배,,
2011년12월20일,점심,5000,0,,식비>평일점심,,
2011년12월20일,투자자금,5000000,0,,저축/보험>투자,,
2011년12월20일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년12월21일,"펀드(네비게이터,한투)",100000,0,,저축/보험>펀드,고정비용,
2011년12월21일,아침,3000,0,,식비>주식,,
2011년12월21일,점심,6000,0,,식비>평일점심,,
2011년12월21일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년12월21일,생활용품,17720,0,,생활용품>잡화소모,,
2011년12월21일,담배,2500,0,,용돈/기타>담배,,
2011년12월21일,음료수,2000,0,,식비>커피/음료,,
2011년12월21일,신한 LOVE 카드 사용대금 (2011.11.07 ~ 2011.12.06),164830,0,,카드대금>신한 LOVE 카드,,
2011년12월22일,연금(LIG),148500,0,,저축/보험>연금,고정비용,
2011년12월22일,적금,100000,0,,저축/보험>적금,"고정비용,휴가",
2011년12월22일,렌즈액,7500,0,,생활용품>잡화소모,,
2011년12월22일,점심,7500,0,,식비>평일점심,,
2011년12월23일,담배,2500,0,,용돈/기타>담배,,
2011년12월23일,점심,6000,0,,식비>평일점심,,
2011년12월23일,LIG 손해보험-현 사용대금 (2011.11.12 ~ 2011.12.11),538480,0,,카드대금>LIG 손해보험-현,,
2011년12월24일,맥주&과자,5200,0,,식비>술/유흥,,
2011년12월24일,쌈거리,0,7070,LIG 손해보험-현,식비>주식,,
2011년12월24일,삼겹살,0,28880,LIG 손해보험-현,식비>주식,,
2011년12월24일,맥주,0,10700,LIG 손해보험-현,식비>주식,,
2011년12월24일,현양이선물(귀걸이),0,120000,LIG 손해보험-현,경조사/회비>데이트,,
2011년12월25일,보험비(실비),40000,0,,건강/문화>보장성보험,고정비용,
2011년12월25일,보험비(대한생명),134996,0,,저축/보험>보험,고정비용,
2011년12월25일,보험비(대한생명2),46966,0,,저축/보험>보험,고정비용,
2011년12월25일,운전자보험,32000,0,,세금/이자>기타,고정비용,
2011년12월25일,커피,3000,0,,식비>커피/음료,,
2011년12월25일,주유비,0,20000,LIG 손해보험-현,교통/차량>주유비,,
2011년12월25일,베이커리(with 현양),0,20500,LIG 손해보험-현,경조사/회비>데이트,,
2011년12월25일,온더보더(with 현양),0,39540,LIG 손해보험-현,경조사/회비>데이트,,
2011년12월25일,주차비,15000,0,,교통/차량>기타,,
2011년12월25일,톨비,2000,0,,교통/차량>기타,,
2011년12월26일,점심,0,7000,LIG 손해보험-현,식비>평일점심,,
2011년12월26일,카드깡,0,28000,LIG 손해보험-현,세금/이자>카드깡,,
2011년12월26일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년12월26일,곗돈,1000000,0,,저축/보험>기타,"계,결혼",
2011년12월27일,점심,6000,0,,식비>평일점심,,
2011년12월27일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년12월28일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년12월28일,헤어샵,0,18070,LIG 손해보험-현,의복/미용>헤어/뷰티,,
2011년12월28일,점심,6000,0,,식비>평일점심,,
2011년12월28일,음료수,2700,0,,식비>커피/음료,,
2011년12월28일,담배,2500,0,,용돈/기타>담배,,
2011년12월29일,점심,7000,0,,식비>평일점심,,
2011년12월29일,간식,5300,0,,식비>간식,,
2011년12월29일,선물,10000,0,,용돈/기타>선물,,
2011년12월29일,담배,2500,0,,용돈/기타>담배,,
2011년12월29일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2011년12월29일,택시,0,36400,LIG 손해보험-현,교통/차량>택시비P,,
2011년12월30일,커피,6000,0,,식비>커피/음료,,
2011년12월30일,과자,8480,0,,식비>간식,,
2011년12월30일,담배,2500,0,,용돈/기타>담배,,
2011년12월30일,술값,22000,0,,식비>술/유흥,,
2011년12월30일,치킨,16800,0,,식비>간식,,
2011년12월31일,술값,0,84800,LIG 손해보험-현,식비>술/유흥,,
2011년12월31일,커피(with 현양),0,15000,LIG 손해보험-현,경조사/회비>데이트,,
2011년12월31일,떡,10000,0,,식비>간식,,
2011년12월31일,핸드폰 요금,0,96570,신한 LOVE 카드,주거/통신>이동통신,,
2012년01월01일,담배,2500,0,,용돈/기타>담배,,
2012년01월01일,커피(with 현양),11000,0,,경조사/회비>데이트,,
2012년01월01일,대중교통비정산(12월),0,65200,LIG 손해보험-현,교통/차량>대중교통비,,
2012년01월01일,신용지킴이 수수료,0,900,LIG 손해보험-현,세금/이자>기타,,
2012년01월02일,점심,7000,0,,식비>평일점심,,
2012년01월02일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2012년01월02일,영어교재,0,16000,LIG 손해보험-현,교육/육아>학원/교재비,,
2012년01월02일,대한생명 연금저축,100000,0,,저축/보험>연금,,
2012년01월03일,점심,7000,0,,식비>평일점심,,
2012년01월03일,담배,2500,0,,용돈/기타>담배,,
2012년01월03일,"술값(with 정댈님, 지영씨, 원선배, 승렬선배)",0,40000,LIG 손해보험-현,식비>술/유흥,,
2012년01월04일,점심,6000,0,,식비>평일점심,,
2012년01월06일,담배,2500,0,,용돈/기타>담배,,
2012년01월06일,경휘생일 회비,33000,0,,경조사/회비>모임회비,,
2012년01월06일,저녁,10000,0,,식비>평일저녁,,
2012년01월07일,편의점 점심,3700,0,,식비>간식,,
2012년01월07일,둥이참치(with 현양),0,58000,LIG 손해보험-현,경조사/회비>데이트,,
2012년01월08일,쉐이브크림,7950,0,,생활용품>잡화소모,,
2012년01월09일,점심,5000,0,,식비>평일점심,,
2012년01월09일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2012년01월09일,음료수,1700,0,,식비>커피/음료,,
2012년01월09일,렌즈구입,0,36000,LIG 손해보험-현,생활용품>잡화소모,,
2012년01월10일,점심,7000,0,,식비>평일점심,,
2012년01월10일,음료수,1900,0,,식비>커피/음료,,
2012년01월10일,담배,2500,0,,용돈/기타>담배,,
2012년01월10일,감기약,7000,0,,건강/문화>병원비,,
2012년01월10일,병원,3800,0,,건강/문화>병원비,,
2012년01월11일,파리바게트,7900,0,,식비>간식,,
2012년01월12일,택시비(원래10일),0,35760,LIG 손해보험-현,교통/차량>택시비C,,
2012년01월12일,택시비(원래10일),0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2012년01월12일,택시비(원래11일),0,32760,LIG 손해보험-현,교통/차량>택시비C,,
2012년01월12일,택시비(원래11일),0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2012년01월12일,담배,2500,0,,용돈/기타>담배,,
2012년01월13일,맥주창고,28100,0,,식비>술/유흥,,
2012년01월14일,영화(with 현양),18000,0,,경조사/회비>데이트,,
2012년01월14일,닭한마리(with 현양),14000,0,,경조사/회비>데이트,,
2012년01월14일,담배,2500,0,,용돈/기타>담배,,
2012년01월14일,투썸(with 현양),0,8600,LIG 손해보험-현,경조사/회비>데이트,,
2012년01월14일,치킨,15000,0,,식비>간식,,
2012년01월15일,돈까스(with 현양),0,16300,LIG 손해보험-현,경조사/회비>데이트,,
2012년01월15일,쥬빌리쇼콜라띠에(with 현양),0,11100,LIG 손해보험-현,경조사/회비>데이트,,
2012년01월16일,음료수,4200,0,,식비>커피/음료,,
2012년01월16일,점심,15000,0,,식비>평일점심,,
2012년01월17일,담배,2900,0,,용돈/기타>담배,,
2012년01월17일,점심,7000,0,,식비>평일점심,,
2012년01월17일,택시비,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2012년01월18일,커피,990,0,,식비>커피/음료,,
2012년01월18일,과장님 생일 회비,20000,0,,경조사/회비>모임회비,,
2012년01월19일,점심,8000,0,,식비>평일점심,,
2012년01월19일,택시비,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2012년01월20일,점심,12000,0,,식비>평일점심,,
2012년01월20일,미스터도넛,0,12900,LIG 손해보험-현,식비>간식,,
2012년01월20일,담배,2500,0,,용돈/기타>담배,,
2012년01월20일,엄마 빌려줌,20000,0,,용돈/기타>용돈,,
2012년01월21일,"펀드(네비게이터,한투)",100000,0,,저축/보험>펀드,고정비용,
2012년01월21일,벤토랑(with 현양),0,20000,LIG 손해보험-현,경조사/회비>데이트,,
2012년01월21일,헤어왁스,5500,0,,생활용품>잡화소모,,
2012년01월22일,연금(LIG),148500,0,,저축/보험>연금,고정비용,
2012년01월22일,적금,100000,0,,저축/보험>적금,"고정비용,휴가",
2012년01월22일,치킨,23000,0,,식비>술/유흥,,
2012년01월22일,택시,0,5900,LIG 손해보험-현,교통/차량>택시비P,,
2012년01월23일,동생설날용돈,100000,0,,용돈/기타>용돈,,
2012년01월24일,형광등,7000,0,,생활용품>잡화소모,,
2012년01월24일,곗돈,1000000,0,,저축/보험>기타,"계,결혼",
2012년01월25일,LIG 손해보험-현 사용대금 (2011.12.12 ~ 2012.01.11),1183760,0,,카드대금>LIG 손해보험-현,,
2012년01월25일,신한 LOVE 카드 사용대금 (2011.12.07 ~ 2012.01.06),96570,0,,카드대금>신한 LOVE 카드,,
2012년01월25일,보험비(실비),40000,0,,건강/문화>보장성보험,고정비용,
2012년01월25일,보험비(대한생명),134996,0,,저축/보험>보험,고정비용,
2012년01월25일,보험비(대한생명2),46966,0,,저축/보험>보험,고정비용,
2012년01월25일,운전자보험,32000,0,,세금/이자>기타,고정비용,
2012년01월25일,점심,7000,0,,식비>평일점심,,
2012년01월26일,점심,6000,0,,식비>평일점심,,
2012년01월26일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2012년01월26일,담배,2500,0,,용돈/기타>담배,,
2012년01월27일,담배,2500,0,,용돈/기타>담배,,
2012년01월28일,저녁(스키장),0,7000,LIG 손해보험-현,식비>주식,,
2012년01월28일,택시비,0,29800,LIG 손해보험-현,교통/차량>택시비P,,
2012년01월29일,과자,0,11250,LIG 손해보험-현,식비>간식,,
2012년01월30일,담배,2500,0,,용돈/기타>담배,,
2012년01월30일,공책,1600,0,,생활용품>잡화소모,,
2012년01월30일,점심,7000,0,,식비>평일점심,,
2012년01월31일,핸드폰 요금(12월),0,81000,신한 LOVE 카드,주거/통신>이동통신,,
2012년02월01일,택시,0,8400,LIG 손해보험-현,교통/차량>택시비P,,
2012년02월01일,점심,6000,0,,식비>평일점심,,
2012년02월01일,어학원 등록,637500,0,,교육/육아>학원/교재비,,
2012년02월01일,음료수,1900,0,,식비>커피/음료,,
2012년02월01일,신용지킴이 수수료,0,900,LIG 손해보험-현,세금/이자>기타,,
2012년02월01일,대중교통비정산(1월),0,68100,LIG 손해보험-현,교통/차량>대중교통비,,
2012년02월02일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2012년02월02일,점심,6000,0,,식비>평일점심,,
2012년02월02일,담배,2500,0,,용돈/기타>담배,,
2012년02월03일,점심,7000,0,,식비>평일점심,,
2012년02월03일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2012년02월03일,보쌈(with 유창),52000,0,,식비>술/유흥,,
2012년02월04일,택시,0,5520,LIG 손해보험-현,교통/차량>택시비P,,
2012년02월04일,엄마생신 케익,27300,0,,식비>간식,,
2012년02월04일,엄마생신 용돈,200000,0,,용돈/기타>용돈,,
2012년02월05일,소세지구이,2000,0,,식비>간식,,
2012년02월05일,안경,75000,0,,의복/미용>기타,,
2012년02월05일,맥도날드,10400,0,,식비>외식,,
2012년02월05일,면도날,12000,0,,생활용품>잡화소모,,
2012년02월06일,헤어샵,0,18070,LIG 손해보험-현,의복/미용>헤어/뷰티,,
2012년02월06일,점심 (+ 원선배),13000,0,,식비>평일점심,,
2012년02월06일,회비(with 인미씨),24000,0,,경조사/회비>모임회비,,
2012년02월07일,동기회비,25000,0,,경조사/회비>모임회비,,
2012년02월07일,정수씨 밥사줌,18000,0,,경조사/회비>모임회비,,
2012년02월07일,담배,2500,0,,용돈/기타>담배,,
2012년02월07일,음료수,4000,0,,식비>커피/음료,,
2012년02월07일,점심,6000,0,,식비>평일점심,,
2012년02월08일,택시비,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2012년02월08일,점심,7000,0,,식비>평일점심,,
2012년02월08일,커피,1000,0,,식비>커피/음료,,
2012년02월09일,택시,0,2400,LIG 손해보험-현,교통/차량>택시비P,,
2012년02월09일,음료수,3200,0,,식비>커피/음료,,
2012년02월10일,담배,3000,0,,용돈/기타>담배,,
