"날짜","yearMonth","category1","category2","detail","현금","카드","카드분류","total","type","totalExpenditure","totalIncome","totalSave"
"2015-08-14","2015-08","생활용품","잡화소모","건전지",3900,0,NA,3900,"expenditure",3900,0,0
"2015-08-14","2015-08","식비","평일저녁","저녁",7500,0,NA,7500,"expenditure",7500,0,0
"2015-08-14","2015-08","건강/문화","도서구입","책(앵무새죽이기)",0,3800,"현대M카드",3800,"expenditure",3800,0,0
"2015-08-15","2015-08","의복/미용","패션잡화","모자",12000,0,NA,12000,"expenditure",12000,0,0
"2015-08-15","2015-08","경조사/회비","데이트","투썸(with 현아)",0,10100,"현대M카드",10100,"expenditure",10100,0,0
"2015-08-15","2015-08","경조사/회비","데이트","양꼬치(with 현아)",0,33000,"현대M카드",33000,"expenditure",33000,0,0
"2015-08-15","2015-08","경조사/회비","데이트","태국음식점(with 현아)",0,21000,"현대M카드",21000,"expenditure",21000,0,0
"2015-08-16","2015-08","식비","외식","점심(with 아빠)",0,20000,"현대M카드",20000,"expenditure",20000,0,0
"2015-08-16","2015-08","식비","간식","간식",3760,0,NA,3760,"expenditure",3760,0,0
"2015-08-16","2015-08","경조사/회비","데이트","꾸카꽃(with 현아)",0,34800,"현대M카드",34800,"expenditure",34800,0,0
"2015-08-17","2015-08","식비","술/유흥","백선횟집(with 종욱)",0,83000,"현대M카드",83000,"expenditure",83000,0,0
"2015-08-18","2015-08","건강/문화","여행","렌트비",1e+05,0,NA,1e+05,"expenditure",1e+05,0,0
"2015-08-18","2015-08","건강/문화","여행","렌트카 범퍼 수리비",30000,0,NA,30000,"expenditure",30000,0,0
"2015-08-18","2015-08","생활용품","잡화소모","렌즈액",9000,0,NA,9000,"expenditure",9000,0,0
"2015-08-18","2015-08","경조사/회비","데이트","민트 레스토랑(with 현아)",110000,0,NA,110000,"expenditure",110000,0,0
"2015-08-21","2015-08","경조사/회비","선물","오메기떡",14000,0,NA,14000,"expenditure",14000,0,0
"2015-08-21","2015-08","세금/이자","기타","신한카드 연회비",5000,0,NA,5000,"expenditure",5000,0,0
"2015-08-21","2015-08","경조사/회비","선물","아빠담배",0,23000,"현대M카드",23000,"expenditure",23000,0,0
"2015-08-22","2015-08","식비","간식","과자",1400,0,NA,1400,"expenditure",1400,0,0
"2015-08-22","2015-08","경조사/회비","데이트","부일곱창(with 현아)",23000,0,NA,23000,"expenditure",23000,0,0
"2015-08-23","2015-08","경조사/회비","데이트","파스쿠지(with 현아)",8000,0,NA,8000,"expenditure",8000,0,0
"2015-08-23","2015-08","경조사/회비","데이트","현아 생일케익",16000,0,NA,16000,"expenditure",16000,0,0
"2015-08-23","2015-08","경조사/회비","데이트","시타라(with 현아)",0,49000,"현대M카드",49000,"expenditure",49000,0,0
"2015-08-24","2015-08","식비","평일점심","점심",4000,0,NA,4000,"expenditure",8000,0,0
"2015-08-25","2015-08","건강/문화","보장성보험","보험비(실비)",40000,0,NA,40000,"expenditure",40000,0,0
"2015-08-25","2015-08","건강/문화","보장성보험","운전자보험",32000,0,NA,32000,"expenditure",32000,0,0
"2015-08-25","2015-08","식비","평일점심","점심",4000,0,NA,4000,"expenditure",4000,0,0
"2015-08-25","2015-08","용돈/기타","용돈","부모님 용돈",3e+05,0,NA,3e+05,"expenditure",3e+05,0,0
"2015-08-25","2015-08","용돈/기타","담배","담배",4900,0,NA,4900,"expenditure",4900,0,0
"2015-08-26","2015-08","식비","평일점심","점심",4000,0,NA,4000,"expenditure",4000,0,0
"2015-08-26","2015-08","식비","간식","빙고브래드",10800,0,NA,10800,"expenditure",10800,0,0
"2015-08-26","2015-08","식비","커피/음료","투썸",0,6560,"현대M카드",6560,"expenditure",6560,0,0
"2015-08-27","2015-08","세금/이자","기타","대출 보증료",403200,0,NA,403200,"expenditure",403200,0,0
"2015-08-27","2015-08","세금/이자","기타","대출 인지세",35000,0,NA,35000,"expenditure",35000,0,0
"2015-08-27","2015-08","세금/이자","기타","송금수수료",3000,0,NA,3000,"expenditure",3000,0,0
"2015-08-27","2015-08","식비","평일점심","점심",4000,0,NA,4000,"expenditure",4000,0,0
"2015-08-28","2015-08","세금/이자","기타","부동산 중계수수료",220000,0,NA,220000,"expenditure",220000,0,0
"2015-08-28","2015-08","식비","평일점심","점심",3250,0,NA,3250,"expenditure",3250,0,0
"2015-08-28","2015-08","식비","부식","부식",14700,0,NA,14700,"expenditure",14700,0,0
"2015-08-29","2015-08","식비","커피/음료","커피",9900,0,NA,9900,"expenditure",9900,0,0
"2015-08-29","2015-08","식비","술/유흥","술(with 빱, 맹구)",68000,0,NA,68000,"expenditure",68000,0,0
"2015-08-30","2015-08","식비","커피/음료","음료수",1500,0,NA,1500,"expenditure",1500,0,0
"2015-08-30","2015-08","경조사/회비","데이트","스타벅스(with 현아)",6300,0,NA,6300,"expenditure",6300,0,0
"2015-08-30","2015-08","경조사/회비","데이트","치킨(with 현아)",0,28000,"현대M카드",28000,"expenditure",28000,0,0
"2015-08-31","2015-08","식비","평일점심","점심",4000,0,NA,4000,"expenditure",4000,0,0
"2015-08-31","2015-08","식비","커피/음료","커피",0,6480,"현대M카드",6480,"expenditure",6480,0,0
"2015-09-01","2015-09","식비","평일점심","점심",4000,0,NA,4000,"expenditure",4000,0,0
"2015-09-01","2015-09","의복/미용","헤어/뷰티","더페이스샵 스킨",12900,0,NA,12900,"expenditure",12900,0,0
"2015-09-01","2015-09","교통/차량","대중교통비","대중교통비정산(8월)",0,80550,"현대M카드",80550,"expenditure",80550,0,0
"2015-09-01","2015-09","세금/이자","기타","신용지킴이 수수료",0,900,"현대M카드",900,"expenditure",900,0,0
"2015-09-02","2015-09","건강/문화","문화생활","네이버 뮤직",8500,0,NA,8500,"expenditure",8500,0,0
"2015-09-02","2015-09","식비","평일점심","점심",4000,0,NA,4000,"expenditure",4000,0,0
"2015-09-03","2015-09","식비","간식","앤티앤스",0,17200,"현대M카드",17200,"expenditure",17200,0,0
"2015-09-03","2015-09","식비","평일점심","점심",4000,0,NA,4000,"expenditure",4000,0,0
"2015-09-04","2015-09","의복/미용","헤어/뷰티","준오헤어",0,23800,"현대M카드",23800,"expenditure",23800,0,0
"2015-09-04","2015-09","식비","평일점심","점심",4000,0,NA,4000,"expenditure",4000,0,0
"2015-09-05","2015-09","식비","간식","파리바게트",6300,0,NA,6300,"expenditure",6300,0,0
"2015-09-05","2015-09","경조사/회비","데이트","두다트(with 현아)",10700,0,NA,10700,"expenditure",10700,0,0
"2015-09-06","2015-09","경조사/회비","데이트","라피자노스트라(with 현아)",28000,0,NA,28000,"expenditure",28000,0,0
"2015-09-06","2015-09","교통/차량","기타","발렛비",9000,0,NA,9000,"expenditure",9000,0,0
"2015-09-07","2015-09","식비","평일점심","점심",4000,0,NA,4000,"expenditure",4000,0,0
"2015-09-07","2015-09","세금/이자","세금","지방세",12870,0,NA,12870,"expenditure",12870,0,0
"2015-09-09","2015-09","식비","평일점심","점심",4000,0,NA,4000,"expenditure",4000,0,0
"2015-09-09","2015-09","식비","간식","아이스크림",1400,0,NA,1400,"expenditure",1400,0,0
"2015-09-09","2015-09","식비","부식","생수",850,0,NA,850,"expenditure",850,0,0
"2015-09-09","2015-09","경조사/회비","데이트","림가기(with 현아)",0,41800,"현대M카드",41800,"expenditure",41800,0,0
"2015-09-09","2015-09","주거/통신","이동통신","핸드폰요금(8월)",0,66100,"현대M카드",66100,"expenditure",66100,0,0
"2015-09-10","2015-09","식비","평일점심","점심",5500,0,NA,5500,"expenditure",5500,0,0
"2015-09-10","2015-09","식비","부식","생수",800,0,NA,800,"expenditure",800,0,0
"2015-09-11","2015-09","식비","평일점심","점심",4000,0,NA,4000,"expenditure",4000,0,0
"2015-09-12","2015-09","식비","커피/음료","커피",2500,0,NA,2500,"expenditure",2500,0,0
"2015-09-13","2015-09","식비","간식","간식",4500,0,NA,4500,"expenditure",4500,0,0
"2015-09-13","2015-09","교통/차량","주유비","주유비",0,30000,"현대M카드",30000,"expenditure",30000,0,0
"2015-09-13","2015-09","식비","커피/음료","커피빈",0,26800,"현대M카드",26800,"expenditure",26800,0,0
"2015-09-14","2015-09","식비","평일점심","점심",4000,0,NA,4000,"expenditure",4000,0,0
"2015-09-14","2015-09","식비","커피/음료","투썸",0,10100,"현대M카드",10100,"expenditure",10100,0,0
"2015-09-15","2015-09","식비","평일점심","점심",4000,0,NA,4000,"expenditure",4000,0,0
"2015-09-15","2015-09","건강/문화","약국","[1/3개월] 프로펜시아",0,55434,"신한 LOVE 카드",55434,"expenditure",55434,0,0
"2015-09-16","2015-09","식비","커피/음료","음료수",1300,0,NA,1300,"expenditure",1300,0,0
"2015-09-17","2015-09","식비","평일점심","점심",4000,0,NA,4000,"expenditure",4000,0,0
"2015-09-17","2015-09","식비","커피/음료","음료수",1400,0,NA,1400,"expenditure",1400,0,0
"2015-09-17","2015-09","경조사/회비","데이트","이랜드크루즈(with 현아)",30000,0,NA,30000,"expenditure",30000,0,0
"2015-09-18","2015-09","식비","평일점심","점심",4000,0,NA,4000,"expenditure",4000,0,0
"2015-09-18","2015-09","식비","커피/음료","음료수",1400,0,NA,1400,"expenditure",1400,0,0
"2015-09-18","2015-09","경조사/회비","결혼준비","결혼반지",1940000,0,NA,1940000,"expenditure",1940000,0,0
"2015-09-19","2015-09","식비","외식","외식",24000,0,NA,24000,"expenditure",24000,0,0
"2015-09-19","2015-09","경조사/회비","데이트","커피(with 현아)",8000,0,NA,8000,"expenditure",8000,0,0
"2015-09-19","2015-09","용돈/기타","선물","현아 옷 선물",0,419330,"현대백화점카드",419330,"expenditure",419330,0,0
"2015-09-20","2015-09","경조사/회비","데이트","냉명(with 현아)",22000,0,NA,22000,"expenditure",22000,0,0
"2015-09-20","2015-09","경조사/회비","데이트","MT(with 현아)",25000,0,NA,25000,"expenditure",25000,0,0
"2015-09-20","2015-09","용돈/기타","선물","엄마 옷선물",730000,0,NA,730000,"expenditure",730000,0,0
"2015-09-21","2015-09","식비","커피/음료","커피",2500,0,NA,2500,"expenditure",2500,0,0
"2015-09-21","2015-09","식비","간식","간식",3700,0,NA,3700,"expenditure",3700,0,0
"2015-09-21","2015-09","식비","외식","저녁(with 동생)",16100,0,NA,16100,"expenditure",16100,0,0
"2015-09-21","2015-09","식비","평일점심","점심",8000,0,NA,8000,"expenditure",8000,0,0
"2015-09-21","2015-09","용돈/기타","선물","동생 정장",0,299000,"신한 LOVE 카드",299000,"expenditure",299000,0,0
"2015-09-21","2015-09","의복/미용","세탁수선비","정장수선비",8000,0,NA,8000,"expenditure",8000,0,0
"2015-09-22","2015-09","식비","평일점심","점심",7000,0,NA,7000,"expenditure",7000,0,0
"2015-09-23","2015-09","식비","커피/음료","음료수",1300,0,NA,1300,"expenditure",1300,0,0
"2015-09-24","2015-09","식비","커피/음료","음료수",1500,0,NA,1500,"expenditure",1500,0,0
"2015-09-24","2015-09","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2015-09-24","2015-09","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2015-09-25","2015-09","건강/문화","보장성보험","보험비(실비)",40000,0,NA,40000,"expenditure",40000,0,0
"2015-09-25","2015-09","건강/문화","보장성보험","운전자보험",32000,0,NA,32000,"expenditure",32000,0,0
"2015-09-25","2015-09","용돈/기타","용돈","추석맞이 용돈",2e+05,0,NA,2e+05,"expenditure",2e+05,0,0
"2015-09-25","2015-09","식비","커피/음료","커피",2500,0,NA,2500,"expenditure",2500,0,0
"2015-09-25","2015-09","식비","평일점심","점심",4400,0,NA,4400,"expenditure",4400,0,0
"2015-09-25","2015-09","식비","간식","간식",1800,0,NA,1800,"expenditure",1800,0,0
"2015-09-26","2015-09","식비","부식","생수",280,0,NA,280,"expenditure",280,0,0
"2015-09-26","2015-09","교통/차량","택시비P","택시비",0,14900,"현대M카드",14900,"expenditure",14900,0,0
"2015-09-26","2015-09","용돈/기타","선물","한우선물세트",218000,0,NA,218000,"expenditure",218000,0,0
"2015-09-26","2015-09","경조사/회비","결혼준비","문배주",45000,0,NA,45000,"expenditure",45000,0,0
"2015-09-27","2015-09","용돈/기타","담배","담배",4500,0,NA,4500,"expenditure",4500,0,0
"2015-09-27","2015-09","생활용품","잡화소모","건전지",2100,0,NA,2100,"expenditure",2100,0,0
"2015-09-27","2015-09","식비","커피/음료","음료수",1300,0,NA,1300,"expenditure",1300,0,0
"2015-09-27","2015-09","식비","술/유흥","술(빱, 종욱, 성진)",30000,0,NA,30000,"expenditure",30000,0,0
"2015-09-28","2015-09","식비","커피/음료","커피",12700,0,NA,12700,"expenditure",12700,0,0
"2015-09-28","2015-09","경조사/회비","결혼준비","친구들 결혼전 식사",212000,0,NA,212000,"expenditure",212000,0,0
"2015-09-28","2015-09","용돈/기타","담배","담배",4900,0,NA,4900,"expenditure",4900,0,0
"2015-09-28","2015-09","교통/차량","기타","대리비",10000,0,NA,10000,"expenditure",10000,0,0
"2015-09-28","2015-09","교통/차량","택시비P","택시비",0,8300,"현대M카드",8300,"expenditure",8300,0,0
"2015-09-28","2015-09","교통/차량","택시비P","택시비",0,18360,"현대M카드",18360,"expenditure",18360,0,0
"2015-09-28","2015-09","경조사/회비","결혼준비","친구들 결혼전 식사 2차",0,96300,"신한 LOVE 카드",96300,"expenditure",96300,0,0
"2015-09-30","2015-09","식비","커피/음료","커피",2500,0,NA,2500,"expenditure",2500,0,0
"2015-09-30","2015-09","식비","간식","간식쏨",12410,0,NA,12410,"expenditure",12410,0,0
"2015-09-30","2015-09","식비","평일점심","점심",4500,0,NA,4500,"expenditure",4500,0,0
"2015-09-30","2015-09","교통/차량","택시비P","택시비",0,3800,"현대M카드",3800,"expenditure",3800,0,0
"2015-09-30","2015-09","세금/이자","대출이자","대출이자",190246,0,NA,190246,"expenditure",190246,0,0
"2015-10-01","2015-10","식비","술/유흥","술값",50000,0,NA,50000,"expenditure",50000,0,0
"2015-10-01","2015-10","세금/이자","기타","이자",1233,0,NA,1233,"expenditure",1233,0,0
"2015-10-01","2015-10","식비","간식","파리바게트",9800,0,NA,9800,"expenditure",9800,0,0
"2015-10-01","2015-10","식비","간식","간식",2500,0,NA,2500,"expenditure",2500,0,0
"2015-10-01","2015-10","경조사/회비","데이트","맛있는쿄토(with 현아)",42000,0,NA,42000,"expenditure",42000,0,0
"2015-10-01","2015-10","경조사/회비","데이트","예술(with 현아)",20000,0,NA,20000,"expenditure",20000,0,0
"2015-10-01","2015-10","생활용품","가구/가전","맥북",0,8e+05,"신한 LOVE 카드",8e+05,"expenditure",8e+05,0,0
"2015-10-01","2015-10","교통/차량","대중교통비","대중교통비정산(9월)",0,84400,"현대M카드",84400,"expenditure",84400,0,0
"2015-10-01","2015-10","세금/이자","기타","신용지킴이 수수료",0,900,"현대M카드",900,"expenditure",900,0,0
"2015-10-02","2015-10","식비","커피/음료","음료수",1700,0,NA,1700,"expenditure",1700,0,0
"2015-10-02","2015-10","건강/문화","문화생활","네이버 뮤직",8500,0,NA,8500,"expenditure",8500,0,0
"2015-10-02","2015-10","식비","평일점심","점심",4500,0,NA,4500,"expenditure",4500,0,0
"2015-10-02","2015-10","식비","커피/음료","커피쏨",11000,0,NA,11000,"expenditure",11000,0,0
"2015-10-02","2015-10","식비","평일저녁","저녁",6100,0,NA,6100,"expenditure",6100,0,0
"2015-10-02","2015-10","경조사/회비","결혼준비","대학동기에게 쏨",88000,0,NA,88000,"expenditure",88000,0,0
"2015-10-02","2015-10","교통/차량","택시비P","택시비",5000,0,NA,5000,"expenditure",5000,0,0
"2015-10-03","2015-10","식비","간식","파리바게트",6800,0,NA,6800,"expenditure",6800,0,0
"2015-10-04","2015-10","경조사/회비","데이트","커피(with 현아)",10000,0,NA,10000,"expenditure",10000,0,0
"2015-10-04","2015-10","경조사/회비","데이트","라튜피나(with 현아)",46000,0,NA,46000,"expenditure",46000,0,0
"2015-10-04","2015-10","의복/미용","의류비","니트",34900,0,NA,34900,"expenditure",34900,0,0
"2015-10-04","2015-10","경조사/회비","경조사비","축의금(윤영진 과장님)",1e+05,0,NA,1e+05,"expenditure",1e+05,0,0
"2015-10-05","2015-10","식비","평일점심","점심",4500,0,NA,4500,"expenditure",4500,0,0
"2015-10-05","2015-10","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2015-10-06","2015-10","식비","평일점심","점심",4500,0,NA,4500,"expenditure",4500,0,0
"2015-10-06","2015-10","식비","간식","간식",2300,0,NA,2300,"expenditure",2300,0,0
"2015-10-06","2015-10","생활용품","기타","캐리어 구매",0,156870,"신한 LOVE 카드",156870,"expenditure",156870,0,0
"2015-10-07","2015-10","식비","평일점심","점심",4500,0,NA,4500,"expenditure",4500,0,0
"2015-10-07","2015-10","식비","평일저녁","저녁",2050,0,NA,2050,"expenditure",2050,0,0
"2015-10-08","2015-10","식비","커피/음료","커피",2500,0,NA,2500,"expenditure",2500,0,0
"2015-10-08","2015-10","경조사/회비","결혼준비","유창이와 점심",36000,0,NA,36000,"expenditure",36000,0,0
"2015-10-08","2015-10","교통/차량","택시비P","택시비",0,6700,"현대M카드",6700,"expenditure",6700,0,0
"2015-10-08","2015-10","교통/차량","택시비P","택시비",0,8200,"현대M카드",8200,"expenditure",8200,0,0
"2015-10-08","2015-10","경조사/회비","결혼준비","LIG동기들과 식사",0,119400,"레드카드",119400,"expenditure",119400,0,0
"2015-10-08","2015-10","경조사/회비","결혼준비","LIG동기들과 식사2차",0,40000,"레드카드",40000,"expenditure",40000,0,0
"2015-10-08","2015-10","식비","커피/음료","음료수",0,4900,"레드카드",4900,"expenditure",4900,0,0
"2015-10-09","2015-10","경조사/회비","결혼준비","작은아버지들 모시고 식사",0,162000,"레드카드",162000,"expenditure",162000,0,0
"2015-10-09","2015-10","경조사/회비","결혼준비","주례선생님과 차",0,51000,"레드카드",51000,"expenditure",51000,0,0
"2015-10-09","2015-10","경조사/회비","데이트","최군맥주(with 현아)",0,10500,"레드카드",10500,"expenditure",10500,0,0
"2015-10-09","2015-10","교통/차량","택시비P","택시비",0,6120,"레드카드",6120,"expenditure",6120,0,0
"2015-10-09","2015-10","경조사/회비","데이트","코코이찌방(with 현아)",0,16200,"레드카드",16200,"expenditure",16200,0,0
"2015-10-09","2015-10","의복/미용","의류비","속옷/양말",0,29800,"레드카드",29800,"expenditure",29800,0,0
"2015-10-09","2015-10","식비","커피/음료","음료수",0,6120,"레드카드",6120,"expenditure",6120,0,0
"2015-10-09","2015-10","생활용품","잡화소모","생필품",0,78030,"레드카드",78030,"expenditure",78030,0,0
"2015-10-11","2015-10","의복/미용","의류비","바지",0,49900,"레드카드",49900,"expenditure",49900,0,0
"2015-10-11","2015-10","의복/미용","헤어/뷰티","준오헤어",0,23800,"레드카드",23800,"expenditure",23800,0,0
"2015-10-11","2015-10","의복/미용","의류비","티셔츠",0,17900,"레드카드",17900,"expenditure",17900,0,0
"2015-10-11","2015-10","경조사/회비","데이트","커피(with 현아)",0,7000,"레드카드",7000,"expenditure",7000,0,0
"2015-10-11","2015-10","의복/미용","의류비","코트",0,299000,"레드카드",299000,"expenditure",299000,0,0
"2015-10-12","2015-10","생활용품","잡화소모","바디로션",0,15200,"레드카드",15200,"expenditure",15200,0,0
"2015-10-12","2015-10","의복/미용","헤어/뷰티","폼클렌저",0,22000,"레드카드",22000,"expenditure",22000,0,0
"2015-10-12","2015-10","교통/차량","택시비P","택시비",0,3000,"레드카드",3000,"expenditure",3000,0,0
"2015-10-12","2015-10","식비","평일점심","점심",0,4500,"레드카드",4500,"expenditure",4500,0,0
"2015-10-12","2015-10","식비","평일저녁","저녁",0,52000,"레드카드",52000,"expenditure",52000,0,0
"2015-10-13","2015-10","교통/차량","택시비P","택시비",0,3000,"레드카드",3000,"expenditure",3000,0,0
"2015-10-13","2015-10","식비","커피/음료","커피",0,2500,"레드카드",2500,"expenditure",2500,0,0
"2015-10-13","2015-10","식비","평일점심","점심",0,5500,"레드카드",5500,"expenditure",5500,0,0
"2015-10-14","2015-10","식비","커피/음료","커피",0,2500,"레드카드",2500,"expenditure",2500,0,0
"2015-10-14","2015-10","식비","평일점심","점심",0,4500,"레드카드",4500,"expenditure",4500,0,0
"2015-10-15","2015-10","건강/문화","약국","[2/3개월] 프로펜시아",0,55433,"신한 LOVE 카드",55433,"expenditure",55433,0,0
"2015-10-15","2015-10","식비","간식","아이스크림",900,0,NA,900,"expenditure",900,0,0
"2015-10-15","2015-10","식비","커피/음료","커피",0,2500,"레드카드",2500,"expenditure",2500,0,0
"2015-10-15","2015-10","경조사/회비","결혼준비","점심쏨",0,45000,"레드카드",45000,"expenditure",45000,0,0
"2015-10-15","2015-10","경조사/회비","결혼준비","점심쏨",0,28500,"신한 LOVE 카드",28500,"expenditure",28500,0,0
"2015-10-16","2015-10","식비","평일점심","점심",7500,0,NA,7500,"expenditure",7500,0,0
"2015-10-16","2015-10","건강/문화","기타","위안화 환전",1002815,0,NA,1002815,"expenditure",1002815,0,0
"2015-10-16","2015-10","세금/이자","기타","주식 마이너스",2800000,0,NA,2800000,"expenditure",2800000,0,0
"2015-10-16","2015-10","경조사/회비","결혼준비","동료들과 저녁",0,120000,"레드카드",120000,"expenditure",120000,0,0
"2015-10-16","2015-10","경조사/회비","결혼준비","동료들과 술",0,18300,"레드카드",18300,"expenditure",18300,0,0
"2015-10-16","2015-10","식비","술/유흥","동료들과 술",140000,0,NA,140000,"expenditure",140000,0,0
"2015-10-17","2015-10","경조사/회비","선물","현아 시계 선물",0,313650,"레드카드",313650,"expenditure",313650,0,0
"2015-10-17","2015-10","경조사/회비","데이트","리얼살몬(with 현아)",0,38500,"레드카드",38500,"expenditure",38500,0,0
"2015-10-17","2015-10","경조사/회비","데이트","파가니니(with 현아)",0,19000,"레드카드",19000,"expenditure",19000,0,0
"2015-10-17","2015-10","식비","커피/음료","음료수",1500,0,NA,1500,"expenditure",1500,0,0
"2015-10-17","2015-10","식비","커피/음료","음료수",1750,0,NA,1750,"expenditure",1750,0,0
"2015-10-17","2015-10","생활용품","가구/가전","침대 예약금",1e+05,0,NA,1e+05,"expenditure",1e+05,0,0
"2015-10-18","2015-10","경조사/회비","데이트","도미노피자(with 현아)",0,22960,"레드카드",22960,"expenditure",22960,0,0
"2015-10-18","2015-10","경조사/회비","선물","아빠 구두",2e+05,0,NA,2e+05,"expenditure",2e+05,0,0
"2015-10-19","2015-10","세금/이자","기타","수화물 추가 수수료",0,50000,"레드카드",50000,"expenditure",50000,0,0
"2015-10-25","2015-10","건강/문화","보장성보험","보험비(실비)",40000,0,NA,40000,"expenditure",40000,0,0
"2015-10-25","2015-10","건강/문화","보장성보험","운전자보험",32000,0,NA,32000,"expenditure",32000,0,0
"2015-10-25","2015-10","용돈/기타","용돈","부모님 용돈",3e+05,0,NA,3e+05,"expenditure",3e+05,0,0
"2015-10-27","2015-10","주거/통신","이동통신","핸드폰요금(9월)",74900,0,NA,74900,"expenditure",74900,0,0
"2015-10-28","2015-10","세금/이자","대출이자","대출이자",184109,0,NA,184109,"expenditure",184109,0,0
"2015-11-01","2015-11","교통/차량","대중교통비","대중교통비정산(10월)",0,47450,"레드카드",47450,"expenditure",47450,0,0
"2015-11-01","2015-11","세금/이자","기타","신용지킴이 수수료",0,900,"레드카드",900,"expenditure",900,0,0
"2015-11-02","2015-11","건강/문화","문화생활","네이버 뮤직",8500,0,NA,8500,"expenditure",8500,0,0
"2015-11-09","2015-11","주거/통신","관리비","아파트관리비(9월)",72750,0,NA,72750,"expenditure",72750,0,0
"2015-11-10","2015-11","경조사/회비","데이트","베이징덕(with 현아)",85505,0,NA,85505,"expenditure",85505,0,0
"2015-11-13","2015-11","건강/문화","여행","데이터로밍 신청",0,55024,"신한 LOVE 카드",55024,"expenditure",55024,0,0
"2015-11-13","2015-11","경조사/회비","선물","엄마 선물",0,122114,"신한 LOVE 카드",122114,"expenditure",122114,0,0
"2015-11-15","2015-11","건강/문화","약국","[3/3개월] 프로펜시아",0,55433,"신한 LOVE 카드",55433,"expenditure",55433,0,0
"2015-11-18","2015-11","식비","커피/음료","음료수",0,2200,"레드카드",2200,"expenditure",2200,0,0
"2015-11-18","2015-11","교통/차량","기타","국제면허증발급",0,8500,"레드카드",8500,"expenditure",8500,0,0
"2015-11-18","2015-11","의복/미용","헤어/뷰티","준오헤어",0,25500,"레드카드",25500,"expenditure",25500,0,0
"2015-11-18","2015-11","경조사/회비","데이트","저녁(with 현아)",0,16000,"레드카드",16000,"expenditure",16000,0,0
"2015-11-18","2015-11","경조사/회비","데이트","투썸(with 현아)",0,4800,"레드카드",4800,"expenditure",4800,0,0
"2015-11-19","2015-11","주거/통신","인터넷","icloud 구매",0,1170,"레드카드",1170,"expenditure",1170,0,0
"2015-11-19","2015-11","식비","외식","가족식사",0,83000,"레드카드",83000,"expenditure",83000,0,0
"2015-11-20","2015-11","경조사/회비","결혼준비","결혼 뒷풀이 비용",3e+05,0,NA,3e+05,"expenditure",3e+05,0,0
"2015-11-20","2015-11","건강/문화","여행","신혼여행 환전($500)",582200,0,NA,582200,"expenditure",582200,0,0
"2015-11-20","2015-11","식비","간식","파리바게트",0,1800,"레드카드",1800,"expenditure",1800,0,0
"2015-11-20","2015-11","식비","커피/음료","음료수",0,4500,"레드카드",4500,"expenditure",4500,0,0
"2015-11-20","2015-11","교통/차량","주유비","주유비",0,30000,"레드카드",30000,"expenditure",30000,0,0
"2015-11-21","2015-11","교통/차량","택시비P","택시비",0,6400,"레드카드",6400,"expenditure",6400,0,0
"2015-11-21","2015-11","식비","커피/음료","음료수",0,4450,"레드카드",4450,"expenditure",4450,0,0
"2015-11-21","2015-11","식비","간식","간식",0,4900,"레드카드",4900,"expenditure",4900,0,0
"2015-11-21","2015-11","용돈/기타","선물","면세담배",0,47700,"레드카드",47700,"expenditure",47700,0,0
"2015-11-21","2015-11","식비","간식","도너츠",0,4800,"레드카드",4800,"expenditure",4800,0,0
"2015-11-22","2015-11","건강/문화","여행","Alamo 렌트 추가비용",0,44959,"레드카드",44959,"expenditure",44959,0,0
"2015-11-25","2015-11","건강/문화","보장성보험","보험비(실비)",40000,0,NA,40000,"expenditure",40000,0,0
"2015-11-25","2015-11","건강/문화","보장성보험","운전자보험",32000,0,NA,32000,"expenditure",32000,0,0
"2015-11-25","2015-11","건강/문화","여행","Dollar 렌트 추가비",0,54136,"레드카드",54136,"expenditure",54136,0,0
"2015-11-27","2015-11","주거/통신","이동통신","핸드폰요금(10월)",77380,0,NA,77380,"expenditure",77380,0,0
"2015-11-27","2015-11","건강/문화","여행","신혼여행 환전($200)",238638,0,NA,238638,"expenditure",238638,0,0
"2015-11-27","2015-11","의복/미용","패션잡화","Coach 쇼핑",0,365801,"레드카드",365801,"expenditure",365801,0,0
"2015-11-27","2015-11","의복/미용","패션잡화","Kate Spade 쇼핑",0,198034,"레드카드",198034,"expenditure",198034,0,0
"2015-11-27","2015-11","경조사/회비","선물","남진이 선물",0,47993,"레드카드",47993,"expenditure",47993,0,0
"2015-11-27","2015-11","건강/문화","여행","Hys Steak House",0,195640,"레드카드",195640,"expenditure",195640,0,0
"2015-11-28","2015-11","건강/문화","여행","하와이 빈티지 커피",0,18874,"레드카드",18874,"expenditure",18874,0,0
"2015-11-28","2015-11","용돈/기타","선물","양주구입",0,102235,"레드카드",102235,"expenditure",102235,0,0
"2015-11-30","2015-11","세금/이자","대출이자","대출이자",190246,0,NA,190246,"expenditure",190246,0,0
"2015-11-30","2015-11","세금/이자","세금","주민세",5780,0,NA,5780,"expenditure",5780,0,0
"2015-11-30","2015-11","주거/통신","관리비","아파트관리비(10월)",98300,0,NA,98300,"expenditure",98300,0,0
"2015-11-30","2015-11","용돈/기타","선물","현아 화장품 면세",0,34500,"레드카드",34500,"expenditure",34500,0,0
