"날짜","yearMonth","category1","category2","detail","현금","카드","카드분류","total","type","totalExpenditure","totalIncome","totalSave"
"2012-10-18","2012-10","경조사/회비","경조사비","축의금(경휘)",1e+05,0,NA,1e+05,"expenditure",1e+05,0,0
"2012-10-18","2012-10","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-10-19","2012-10","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-10-19","2012-10","식비","평일점심","점심",10000,0,NA,10000,"expenditure",10000,0,0
"2012-10-20","2012-10","용돈/기타","담배","담배",2700,0,NA,2700,"expenditure",2700,0,0
"2012-10-20","2012-10","식비","간식","아이스크림",2000,0,NA,2000,"expenditure",2000,0,0
"2012-10-20","2012-10","교통/차량","기타","대리비",10000,0,NA,10000,"expenditure",10000,0,0
"2012-10-20","2012-10","교통/차량","기타","주차비",5000,0,NA,5000,"expenditure",5000,0,0
"2012-10-20","2012-10","용돈/기타","담배","담배",0,2700,"LIG 손해보험-현",2700,"expenditure",2700,0,0
"2012-10-21","2012-10","생활용품","기타","장보기",30000,0,NA,30000,"expenditure",30000,0,0
"2012-10-22","2012-10","식비","평일점심","점심",5000,0,NA,5000,"expenditure",5000,0,0
"2012-10-22","2012-10","식비","술/유흥","막걸리",2200,0,NA,2200,"expenditure",2200,0,0
"2012-10-22","2012-10","식비","커피/음료","커피",2000,0,NA,2000,"expenditure",2000,0,0
"2012-10-22","2012-10","교통/차량","택시비P","택시비",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-10-23","2012-10","식비","평일점심","점심",3000,0,NA,3000,"expenditure",3000,0,0
"2012-10-23","2012-10","식비","간식","간식",6300,0,NA,6300,"expenditure",6300,0,0
"2012-10-23","2012-10","식비","커피/음료","커피",1000,0,NA,1000,"expenditure",1000,0,0
"2012-10-23","2012-10","교통/차량","택시비P","택시비",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-10-24","2012-10","식비","평일점심","점심",7000,0,NA,7000,"expenditure",7000,0,0
"2012-10-24","2012-10","교통/차량","택시비P","택시비",0,25000,"LIG 손해보험-현",25000,"expenditure",25000,0,0
"2012-10-25","2012-10","건강/문화","보장성보험","보험비(실비)",40000,0,NA,40000,"expenditure",40000,0,0
"2012-10-25","2012-10","건강/문화","보장성보험","운전자보험",32000,0,NA,32000,"expenditure",32000,0,0
"2012-10-25","2012-10","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2012-10-25","2012-10","용돈/기타","담배","담배",2700,0,NA,2700,"expenditure",2700,0,0
"2012-10-25","2012-10","교통/차량","택시비P","택시비",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-10-25","2012-10","식비","커피/음료","커피(with 안나)",7800,0,NA,7800,"expenditure",7800,0,0
"2012-10-26","2012-10","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-10-26","2012-10","식비","커피/음료","커피(with 팀원)",0,16000,"LIG 손해보험-현",16000,"expenditure",16000,0,0
"2012-10-26","2012-10","식비","외식","생일저녁쏨",0,61000,"LIG 손해보험-현",61000,"expenditure",61000,0,0
"2012-10-27","2012-10","교통/차량","택시비P","택시비",0,37600,"LIG 손해보험-현",37600,"expenditure",37600,0,0
"2012-10-27","2012-10","세금/이자","기타","수수료",2600,0,NA,2600,"expenditure",2600,0,0
"2012-10-27","2012-10","용돈/기타","용돈","엄마여행용돈",1e+05,0,NA,1e+05,"expenditure",1e+05,0,0
"2012-10-28","2012-10","식비","커피/음료","커피",0,4100,"LIG 손해보험-현",4100,"expenditure",4100,0,0
"2012-10-28","2012-10","식비","술/유흥","뽈탕",27000,0,NA,27000,"expenditure",27000,0,0
"2012-10-29","2012-10","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-10-29","2012-10","식비","커피/음료","커피",2000,0,NA,2000,"expenditure",2000,0,0
"2012-10-29","2012-10","용돈/기타","담배","담배",7700,0,NA,7700,"expenditure",7700,0,0
"2012-10-29","2012-10","식비","평일점심","점심",0,0,NA,0,"expenditure",0,0,0
"2012-10-30","2012-10","교통/차량","택시비P","택시",0,20640,"LIG 손해보험-현",20640,"expenditure",20640,0,0
"2012-10-30","2012-10","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-10-30","2012-10","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2012-10-31","2012-10","주거/통신","이동통신","핸드폰 요금(9월)",0,62940,"신한 LOVE 카드",62940,"expenditure",62940,0,0
"2012-10-31","2012-10","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-10-31","2012-10","식비","평일점심","점심",5000,0,NA,5000,"expenditure",5000,0,0
"2012-11-01","2012-11","식비","간식","머핀",2200,0,NA,2200,"expenditure",2200,0,0
"2012-11-01","2012-11","의복/미용","헤어/뷰티","헤어샵",0,12000,"LIG 손해보험-현",12000,"expenditure",12000,0,0
"2012-11-01","2012-11","의복/미용","의류비","니트구입",0,41000,"LIG 손해보험-현",41000,"expenditure",41000,0,0
"2012-11-01","2012-11","식비","커피/음료","커피",0,4100,"LIG 손해보험-현",4100,"expenditure",4100,0,0
"2012-11-01","2012-11","식비","평일점심","점심",12000,0,NA,12000,"expenditure",12000,0,0
"2012-11-01","2012-11","세금/이자","기타","신용지킴이 수수료",0,900,"LIG 손해보험-현",900,"expenditure",900,0,0
"2012-11-01","2012-11","교통/차량","대중교통비","대중교통비정산(10월)",0,66250,"LIG 손해보험-현",66250,"expenditure",66250,0,0
"2012-11-01","2012-11","세금/이자","기타","세이브론",0,3053,"LIG 손해보험-현",3053,"expenditure",3053,0,0
"2012-11-01","2012-11","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-11-02","2012-11","용돈/기타","담배","담배",2700,0,NA,2700,"expenditure",2700,0,0
"2012-11-02","2012-11","의복/미용","의류비","신발구입",0,83000,"LIG 손해보험-현",83000,"expenditure",83000,0,0
"2012-11-03","2012-11","경조사/회비","데이트","소개팅",6000,0,NA,6000,"expenditure",6000,0,0
"2012-11-03","2012-11","경조사/회비","데이트","소개팅",0,64900,"LIG 손해보험-현",64900,"expenditure",64900,0,0
"2012-11-03","2012-11","교통/차량","택시비P","택시비",0,4000,"LIG 손해보험-현",4000,"expenditure",4000,0,0
"2012-11-04","2012-11","건강/문화","약국","[3/3개월] 프로펜시아",0,55100,"LIG 손해보험-현",55100,"expenditure",55100,0,0
"2012-11-04","2012-11","식비","커피/음료","음료수",4300,0,NA,4300,"expenditure",4300,0,0
"2012-11-04","2012-11","식비","간식","아이스크림",1800,0,NA,1800,"expenditure",1800,0,0
"2012-11-04","2012-11","식비","커피/음료","커피",0,15100,"LIG 손해보험-현",15100,"expenditure",15100,0,0
"2012-11-04","2012-11","식비","술/유흥","술값",0,35000,"LIG 손해보험-현",35000,"expenditure",35000,0,0
"2012-11-04","2012-11","교통/차량","택시비P","택시비",0,15000,"LIG 손해보험-현",15000,"expenditure",15000,0,0
"2012-11-05","2012-11","식비","커피/음료","커피",2000,0,NA,2000,"expenditure",2000,0,0
"2012-11-06","2012-11","용돈/기타","담배","담배",2700,0,NA,2700,"expenditure",2700,0,0
"2012-11-06","2012-11","식비","커피/음료","커피",0,12000,"LIG 손해보험-현",12000,"expenditure",12000,0,0
"2012-11-06","2012-11","교통/차량","택시비P","택시비",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-11-07","2012-11","식비","평일점심","점심",5000,0,NA,5000,"expenditure",5000,0,0
"2012-11-07","2012-11","식비","간식","아이스크림",3500,0,NA,3500,"expenditure",3500,0,0
"2012-11-07","2012-11","교통/차량","택시비P","택시비",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-11-07","2012-11","경조사/회비","데이트","소개팅",0,33900,"LIG 손해보험-현",33900,"expenditure",33900,0,0
"2012-11-08","2012-11","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2012-11-09","2012-11","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2012-11-09","2012-11","경조사/회비","모임회비","승렬선배님",50000,0,NA,50000,"expenditure",50000,0,0
"2012-11-09","2012-11","용돈/기타","담배","담배",2700,0,NA,2700,"expenditure",2700,0,0
"2012-11-09","2012-11","교통/차량","택시비P","택시비",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-11-09","2012-11","경조사/회비","데이트","저녁(with 현아)",0,54000,"LIG 손해보험-현",54000,"expenditure",54000,0,0
"2012-11-10","2012-11","식비","부식","당면",4950,0,NA,4950,"expenditure",4950,0,0
"2012-11-11","2012-11","식비","간식","아이스크림",4000,0,NA,4000,"expenditure",4000,0,0
"2012-11-12","2012-11","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2012-11-12","2012-11","식비","커피/음료","커피",2000,0,NA,2000,"expenditure",2000,0,0
"2012-11-13","2012-11","식비","평일점심","점심",7000,0,NA,7000,"expenditure",7000,0,0
"2012-11-13","2012-11","생활용품","잡화소모","면도날",12500,0,NA,12500,"expenditure",12500,0,0
"2012-11-14","2012-11","식비","커피/음료","음료수",1400,0,NA,1400,"expenditure",1400,0,0
"2012-11-14","2012-11","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2012-11-14","2012-11","교통/차량","택시비P","택시",0,2500,"LIG 손해보험-현",2500,"expenditure",2500,0,0
"2012-11-14","2012-11","경조사/회비","데이트","괴르츠",0,46200,"LIG 손해보험-현",46200,"expenditure",46200,0,0
"2012-11-14","2012-11","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-11-15","2012-11","식비","커피/음료","커피",2700,0,NA,2700,"expenditure",2700,0,0
"2012-11-15","2012-11","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2012-11-15","2012-11","교통/차량","택시비P","택시",0,6800,"LIG 손해보험-현",6800,"expenditure",6800,0,0
"2012-11-16","2012-11","경조사/회비","데이트","영화(with 현아, 9일)-결제지연",0,13000,"LIG 손해보험-현",13000,"expenditure",13000,0,0
"2012-11-16","2012-11","식비","커피/음료","커피쏨",0,6500,"LIG 손해보험-현",6500,"expenditure",6500,0,0
"2012-11-16","2012-11","식비","커피/음료","커피",0,8000,"LIG 손해보험-현",8000,"expenditure",8000,0,0
"2012-11-16","2012-11","경조사/회비","데이트","꼬도 여의도점",0,43000,"LIG 손해보험-현",43000,"expenditure",43000,0,0
"2012-11-18","2012-11","용돈/기타","담배","아빠 담배",3000,0,NA,3000,"expenditure",3000,0,0
"2012-11-18","2012-11","식비","커피/음료","커피",0,3000,"LIG 손해보험-현",3000,"expenditure",3000,0,0
"2012-11-18","2012-11","교통/차량","택시비P","택시비",0,2300,"LIG 손해보험-현",2300,"expenditure",2300,0,0
"2012-11-18","2012-11","식비","술/유흥","종로빈대떡(with 종욱)",0,36000,"LIG 손해보험-현",36000,"expenditure",36000,0,0
"2012-11-19","2012-11","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2012-11-19","2012-11","교통/차량","택시비P","택시비",0,3700,"LIG 손해보험-현",3700,"expenditure",3700,0,0
"2012-11-20","2012-11","식비","커피/음료","커피",5500,0,NA,5500,"expenditure",5500,0,0
"2012-11-20","2012-11","식비","술/유흥","소주",2200,0,NA,2200,"expenditure",2200,0,0
"2012-11-20","2012-11","식비","평일점심","점심",0,0,NA,0,"expenditure",0,0,0
"2012-11-20","2012-11","식비","평일점심","점심(북촌직화)",0,8500,"LIG 손해보험-현",8500,"expenditure",8500,0,0
"2012-11-20","2012-11","세금/이자","카드깡","점심카드깡",0,14000,"LIG 손해보험-현",14000,"expenditure",14000,0,0
"2012-11-21","2012-11","식비","커피/음료","사과쥬스",5600,0,NA,5600,"expenditure",5600,0,0
"2012-11-21","2012-11","생활용품","잡화소모","칫솔",2200,0,NA,2200,"expenditure",2200,0,0
"2012-11-21","2012-11","교통/차량","택시비P","택시",0,2700,"LIG 손해보험-현",2700,"expenditure",2700,0,0
"2012-11-21","2012-11","경조사/회비","데이트","라빠에야(with 현아)",0,45100,"LIG 손해보험-현",45100,"expenditure",45100,0,0
"2012-11-22","2012-11","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-11-22","2012-11","용돈/기타","담배","담배",2700,0,NA,2700,"expenditure",2700,0,0
"2012-11-22","2012-11","경조사/회비","데이트","저녁(with 현아)",0,18000,"LIG 손해보험-현",18000,"expenditure",18000,0,0
"2012-11-22","2012-11","경조사/회비","선물","선물(to 현아)",0,29000,"LIG 손해보험-현",29000,"expenditure",29000,0,0
"2012-11-22","2012-11","교통/차량","택시비P","택시",0,2700,"LIG 손해보험-현",2700,"expenditure",2700,0,0
"2012-11-23","2012-11","식비","커피/음료","커피",2000,0,NA,2000,"expenditure",2000,0,0
"2012-11-23","2012-11","식비","평일점심","점심(뽕신)",6000,0,NA,6000,"expenditure",6000,0,0
"2012-11-23","2012-11","경조사/회비","경조사비","축의금(김진상 과장님)",50000,0,NA,50000,"expenditure",50000,0,0
"2012-11-24","2012-11","식비","간식","과자",6000,0,NA,6000,"expenditure",6000,0,0
"2012-11-25","2012-11","건강/문화","보장성보험","보험비(실비)",40000,0,NA,40000,"expenditure",40000,0,0
"2012-11-25","2012-11","건강/문화","보장성보험","운전자보험",32000,0,NA,32000,"expenditure",32000,0,0
"2012-11-25","2012-11","식비","술/유흥","꾸오삼 포차",0,28500,"LIG 손해보험-현",28500,"expenditure",28500,0,0
"2012-11-25","2012-11","교통/차량","기타","세차",3000,0,NA,3000,"expenditure",3000,0,0
"2012-11-25","2012-11","경조사/회비","데이트","데이트(with 현아)",0,32500,"LIG 손해보험-현",32500,"expenditure",32500,0,0
"2012-11-25","2012-11","교통/차량","주유비","주유비",0,30000,"LIG 손해보험-현",30000,"expenditure",30000,0,0
"2012-11-25","2012-11","교통/차량","기타","통행료",1000,0,NA,1000,"expenditure",1000,0,0
"2012-11-26","2012-11","식비","평일점심","점심",0,9800,"LIG 손해보험-현",9800,"expenditure",9800,0,0
"2012-11-27","2012-11","식비","커피/음료","커피",0,4000,"LIG 손해보험-현",4000,"expenditure",4000,0,0
"2012-11-28","2012-11","식비","간식","목캔디",1400,0,NA,1400,"expenditure",1400,0,0
"2012-11-29","2012-11","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-11-29","2012-11","식비","간식","아침",5000,0,NA,5000,"expenditure",5000,0,0
"2012-11-30","2012-11","주거/통신","이동통신","핸드폰 요금(10월)",0,62940,"신한 LOVE 카드",62940,"expenditure",62940,0,0
"2012-11-30","2012-11","식비","평일점심","점심",7000,0,NA,7000,"expenditure",7000,0,0
"2012-11-30","2012-11","경조사/회비","데이트","중국집 후(with 현아)",0,41000,"LIG 손해보험-현",41000,"expenditure",41000,0,0
"2012-11-30","2012-11","경조사/회비","데이트","매드바(with 현아)",0,21000,"LIG 손해보험-현",21000,"expenditure",21000,0,0
"2012-12-01","2012-12","경조사/회비","데이트","영화(with 현아)",0,18000,"LIG 손해보험-현",18000,"expenditure",18000,0,0
"2012-12-01","2012-12","경조사/회비","데이트","커피(with 현아)",0,9300,"LIG 손해보험-현",9300,"expenditure",9300,0,0
"2012-12-01","2012-12","경조사/회비","데이트","음료(with 현아)",6000,0,NA,6000,"expenditure",6000,0,0
"2012-12-01","2012-12","용돈/기타","담배","담배",3100,0,NA,3100,"expenditure",3100,0,0
"2012-12-01","2012-12","교통/차량","기타","주차비",4500,0,NA,4500,"expenditure",4500,0,0
"2012-12-01","2012-12","교통/차량","기타","톨비",2000,0,NA,2000,"expenditure",2000,0,0
"2012-12-01","2012-12","경조사/회비","경조사비","축의금(최희정 누나)",1e+05,0,NA,1e+05,"expenditure",1e+05,0,0
"2012-12-01","2012-12","세금/이자","기타","신용지킴이 수수료",0,900,"LIG 손해보험-현",900,"expenditure",900,0,0
"2012-12-01","2012-12","교통/차량","대중교통비","대중교통비정산(11월)",0,75650,"LIG 손해보험-현",75650,"expenditure",75650,0,0
"2012-12-01","2012-12","세금/이자","기타","세이브론",0,3103,"LIG 손해보험-현",3103,"expenditure",3103,0,0
"2012-12-02","2012-12","건강/문화","도서구입","도서 구입",0,12210,"LIG 손해보험-현",12210,"expenditure",12210,0,0
"2012-12-02","2012-12","교통/차량","택시비P","택시",0,2500,"LIG 손해보험-현",2500,"expenditure",2500,0,0
"2012-12-02","2012-12","식비","커피/음료","커피",0,4000,"LIG 손해보험-현",4000,"expenditure",4000,0,0
"2012-12-02","2012-12","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-12-03","2012-12","식비","간식","간식",2400,0,NA,2400,"expenditure",2400,0,0
"2012-12-03","2012-12","식비","평일점심","점심",7000,0,NA,7000,"expenditure",7000,0,0
"2012-12-04","2012-12","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-12-04","2012-12","건강/문화","병원비","이비인후과",0,4200,"LIG 손해보험-현",4200,"expenditure",4200,0,0
"2012-12-04","2012-12","건강/문화","병원비","약국",0,2000,"LIG 손해보험-현",2000,"expenditure",2000,0,0
"2012-12-04","2012-12","식비","평일점심","점심",5500,0,NA,5500,"expenditure",5500,0,0
"2012-12-04","2012-12","식비","간식","간식",4500,0,NA,4500,"expenditure",4500,0,0
"2012-12-05","2012-12","식비","평일점심","점심(구내식당)",0,0,NA,0,"expenditure",0,0,0
"2012-12-05","2012-12","경조사/회비","데이트","커틀릿하우스(with 현아)",0,24500,"LIG 손해보험-현",24500,"expenditure",24500,0,0
"2012-12-06","2012-12","식비","평일점심","점심(구내식당)",5000,0,NA,5000,"expenditure",5000,0,0
"2012-12-07","2012-12","식비","커피/음료","커피",0,4000,"LIG 손해보험-현",4000,"expenditure",4000,0,0
"2012-12-07","2012-12","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2012-12-08","2012-12","식비","술/유흥","씨에프치킨(with 대학동기)",0,37000,"LIG 손해보험-현",37000,"expenditure",37000,0,0
"2012-12-09","2012-12","교통/차량","택시비P","택시",0,10400,"LIG 손해보험-현",10400,"expenditure",10400,0,0
"2012-12-09","2012-12","교통/차량","주유비","주유비",0,30000,"LIG 손해보험-현",30000,"expenditure",30000,0,0
"2012-12-09","2012-12","경조사/회비","데이트","파주두부집(with 현아)",0,30000,"LIG 손해보험-현",30000,"expenditure",30000,0,0
"2012-12-09","2012-12","교통/차량","기타","톨비",1000,0,NA,1000,"expenditure",1000,0,0
"2012-12-10","2012-12","식비","평일점심","점심",5000,0,NA,5000,"expenditure",5000,0,0
"2012-12-10","2012-12","의복/미용","헤어/뷰티","헤어샵",0,12000,"LIG 손해보험-현",12000,"expenditure",12000,0,0
"2012-12-10","2012-12","생활용품","기타","렌즈",0,25000,"LIG 손해보험-현",25000,"expenditure",25000,0,0
"2012-12-10","2012-12","주거/통신","이동통신","핸드폰 요금(11월)",0,82460,"LIG 손해보험-현",82460,"expenditure",82460,0,0
"2012-12-11","2012-12","식비","평일점심","점심",7000,0,NA,7000,"expenditure",7000,0,0
"2012-12-11","2012-12","식비","간식","간식",3980,0,NA,3980,"expenditure",3980,0,0
"2012-12-12","2012-12","식비","평일점심","점심(불고기브라더스)",0,24928,"LIG 손해보험-현",24928,"expenditure",24928,0,0
"2012-12-12","2012-12","세금/이자","카드깡","카드깡(점심)",0,24000,"LIG 손해보험-현",24000,"expenditure",24000,0,0
"2012-12-12","2012-12","식비","커피/음료","커피",0,4500,"LIG 손해보험-현",4500,"expenditure",4500,0,0
"2012-12-12","2012-12","식비","커피/음료","핫초코",0,4500,"LIG 손해보험-현",4500,"expenditure",4500,0,0
"2012-12-12","2012-12","경조사/회비","데이트","중국집(with 현아)",0,35000,"LIG 손해보험-현",35000,"expenditure",35000,0,0
"2012-12-12","2012-12","건강/문화","병원비","진단서",0,10000,"LIG 손해보험-현",10000,"expenditure",10000,0,0
"2012-12-12","2012-12","경조사/회비","모임회비","모임회비",15000,0,NA,15000,"expenditure",15000,0,0
"2012-12-13","2012-12","교통/차량","택시비P","택시비",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-12-13","2012-12","건강/문화","약국","[1/3개월] 프로펜시아",0,56000,"LIG 손해보험-현",56000,"expenditure",56000,0,0
"2012-12-13","2012-12","식비","간식","파리바게트",0,10880,"LIG 손해보험-현",10880,"expenditure",10880,0,0
"2012-12-13","2012-12","용돈/기타","담배","담배",3100,0,NA,3100,"expenditure",3100,0,0
"2012-12-14","2012-12","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2012-12-15","2012-12","식비","술/유흥","캔맥주",3800,0,NA,3800,"expenditure",3800,0,0
"2012-12-15","2012-12","경조사/회비","데이트","뽕신(with 현아)",0,12500,"LIG 손해보험-현",12500,"expenditure",12500,0,0
"2012-12-15","2012-12","경조사/회비","데이트","스테풀카페(with 현아)",0,14000,"LIG 손해보험-현",14000,"expenditure",14000,0,0
"2012-12-16","2012-12","용돈/기타","담배","아빠 담배",6000,0,NA,6000,"expenditure",6000,0,0
"2012-12-16","2012-12","경조사/회비","경조사비","축의금(희경이)",50000,0,NA,50000,"expenditure",50000,0,0
"2012-12-16","2012-12","경조사/회비","데이트","파스쿠찌(with 현아)",0,9000,"LIG 손해보험-현",9000,"expenditure",9000,0,0
"2012-12-16","2012-12","식비","커피/음료","커피",0,4100,"LIG 손해보험-현",4100,"expenditure",4100,0,0
"2012-12-17","2012-12","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-12-17","2012-12","식비","간식","아침",3300,0,NA,3300,"expenditure",3300,0,0
"2012-12-18","2012-12","식비","커피/음료","커피",1000,0,NA,1000,"expenditure",1000,0,0
"2012-12-18","2012-12","식비","평일점심","점심",0,10000,"LIG 손해보험-현",10000,"expenditure",10000,0,0
"2012-12-19","2012-12","식비","커피/음료","모닝케어",3000,0,NA,3000,"expenditure",3000,0,0
"2012-12-19","2012-12","식비","간식","간식",0,11900,"LIG 손해보험-현",11900,"expenditure",11900,0,0
"2012-12-20","2012-12","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-12-21","2012-12","식비","평일점심","점심",3400,0,NA,3400,"expenditure",3400,0,0
"2012-12-21","2012-12","식비","커피/음료","여명808",3500,0,NA,3500,"expenditure",3500,0,0
"2012-12-21","2012-12","교통/차량","택시비P","택시",0,2900,"LIG 손해보험-현",2900,"expenditure",2900,0,0
"2012-12-21","2012-12","식비","술/유흥","쨍하고회뜰날",0,28000,"LIG 손해보험-현",28000,"expenditure",28000,0,0
"2012-12-22","2012-12","식비","평일점심","점심",3400,0,NA,3400,"expenditure",3400,0,0
"2012-12-22","2012-12","교통/차량","택시비P","택시",0,6100,"LIG 손해보험-현",6100,"expenditure",6100,0,0
"2012-12-22","2012-12","교통/차량","택시비P","택시",0,4300,"LIG 손해보험-현",4300,"expenditure",4300,0,0
"2012-12-22","2012-12","경조사/회비","데이트","서울불고기(with 현아)",0,30000,"LIG 손해보험-현",30000,"expenditure",30000,0,0
"2012-12-23","2012-12","경조사/회비","선물","목도리 선물",0,28640,"LIG 손해보험-현",28640,"expenditure",28640,0,0
"2012-12-23","2012-12","경조사/회비","선물","크리스마스 카드",3000,0,NA,3000,"expenditure",3000,0,0
"2012-12-24","2012-12","용돈/기타","담배","담배",3100,0,NA,3100,"expenditure",3100,0,0
"2012-12-24","2012-12","경조사/회비","데이트","커피(with 현아) & 나쵸",0,12300,"LIG 손해보험-현",12300,"expenditure",12300,0,0
"2012-12-24","2012-12","경조사/회비","데이트","크리스마스 이브 저녁",0,82500,"LIG 손해보험-현",82500,"expenditure",82500,0,0
"2012-12-24","2012-12","경조사/회비","데이트","크리스마스 이브 술",0,55000,"LIG 손해보험-현",55000,"expenditure",55000,0,0
"2012-12-25","2012-12","건강/문화","보장성보험","보험비(실비)",40000,0,NA,40000,"expenditure",40000,0,0
"2012-12-25","2012-12","건강/문화","보장성보험","운전자보험",32000,0,NA,32000,"expenditure",32000,0,0
"2012-12-26","2012-12","식비","커피/음료","커피",1000,0,NA,1000,"expenditure",1000,0,0
"2012-12-26","2012-12","건강/문화","기타","고흐전 엽서",2000,0,NA,2000,"expenditure",2000,0,0
"2012-12-26","2012-12","건강/문화","문화생활","고흐전",0,30000,"LIG 손해보험-현",30000,"expenditure",30000,0,0
"2012-12-26","2012-12","건강/문화","기타","가이드 기기 대여",6000,0,NA,6000,"expenditure",6000,0,0
"2012-12-26","2012-12","경조사/회비","데이트","베스킨라빈스(with 현아)",0,9000,"LIG 손해보험-현",9000,"expenditure",9000,0,0
"2012-12-27","2012-12","교육/육아","시험접수비","토익접수",0,42000,"LIG 손해보험-현",42000,"expenditure",42000,0,0
"2012-12-27","2012-12","건강/문화","병원비","이비인후과",0,3700,"LIG 손해보험-현",3700,"expenditure",3700,0,0
"2012-12-27","2012-12","건강/문화","약국","약국",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2012-12-28","2012-12","식비","평일점심","점심",5400,0,NA,5400,"expenditure",5400,0,0
"2012-12-28","2012-12","경조사/회비","모임회비","스키장 회비",0,30500,"LIG 손해보험-현",30500,"expenditure",30500,0,0
"2012-12-29","2012-12","교통/차량","택시비P","택시비(스키장)",0,29300,"LIG 손해보험-현",29300,"expenditure",29300,0,0
"2012-12-30","2012-12","식비","커피/음료","커피",3300,0,NA,3300,"expenditure",3300,0,0
"2012-12-30","2012-12","경조사/회비","데이트","가미우동(with 현아)",0,14000,"LIG 손해보험-현",14000,"expenditure",14000,0,0
"2013-01-01","2013-01","용돈/기타","용돈","부모님 용돈",1e+05,0,NA,1e+05,"expenditure",1e+05,0,0
"2013-01-01","2013-01","건강/문화","여행","펜션예약",150000,0,NA,150000,"expenditure",150000,0,0
"2013-01-01","2013-01","건강/문화","여행","렌트카",60000,0,NA,60000,"expenditure",60000,0,0
"2013-01-01","2013-01","건강/문화","여행","가스 충전",0,30000,"LIG 손해보험-현",30000,"expenditure",30000,0,0
"2013-01-01","2013-01","건강/문화","여행","광주 오복식당",0,14000,"LIG 손해보험-현",14000,"expenditure",14000,0,0
"2013-01-01","2013-01","건강/문화","여행","광주 버스터미널 버거킹",0,15000,"LIG 손해보험-현",15000,"expenditure",15000,0,0
"2013-01-01","2013-01","생활용품","기타","리스테린",4000,0,NA,4000,"expenditure",4000,0,0
"2013-01-01","2013-01","건강/문화","여행","김밥",3500,0,NA,3500,"expenditure",3500,0,0
"2013-01-01","2013-01","건강/문화","여행","음료수 및 간식",3500,0,NA,3500,"expenditure",3500,0,0
"2013-01-01","2013-01","건강/문화","여행","담양 죽녹원 입장료",4000,0,NA,4000,"expenditure",4000,0,0
"2013-01-01","2013-01","건강/문화","여행","담양 메타세쿼이아 입장료",2000,0,NA,2000,"expenditure",2000,0,0
"2013-01-01","2013-01","건강/문화","여행","통행료",3000,0,NA,3000,"expenditure",3000,0,0
"2013-01-01","2013-01","용돈/기타","담배","담배",4000,0,NA,4000,"expenditure",4000,0,0
"2013-01-01","2013-01","교통/차량","대중교통비","대중교통비정산(12월)",0,82050,"LIG 손해보험-현",82050,"expenditure",82050,0,0
"2013-01-01","2013-01","세금/이자","기타","신용지킴이 수수료",0,900,"LIG 손해보험-현",900,"expenditure",900,0,0
